Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Pcyt2,12.3286726,0.887972431,12.3286726,0.887972431,16.08577024,5.082978324,16.08577024,5.082978324,11.52937916,5.494139058,11.59311827,3.377213842,15.12151343,3.5455361,14.76214487,2.52575412,12.92756576,3.219512139,11.44557322,2.285617565,14.24592989,2.613283335,15.32500637,0.79676931,11.41688962,2.25325938,11.66582475,4.186678263,14.90319137,4.020841158,14.81621235,3.926472242,11.19645678,2.328281309,12.261264,2.238402203,15.70996193,1.258734258,15.92029672,0.68117466,10.68105895,8.61956136,11.16567861,1.250054544,15.30715773,1.760515095,16.5784864,1.514548218,11.26376355,10.89708398,11.25421278,1.181166393,13.41315949,0.735147114,15.98201588,3.983846364,10.71903049,1.906134168,11.73160837,0.687318745,14.12385395,3.601920492,15.10029755,3.565746225,11.88150051,2.100682153,12.29815902,2.833854656,13.04088233,1.394934393,14.61414586,6.209248888,9.59833608,1.923475456,10.84780503,3.594451106,12.68364004,2.5192034,13.64239463,1.185208667,7.090579278,5.085504372,8.662044875,6.929213305,11.48106958,2.615377251,13.28808344,3.91253058
Ebp,154.0481706,7.33347596,154.0481706,7.33347596,80.13484256,5.391954401,80.13484256,5.391954401,150.1040387,10.76038366,144.4832882,11.56915795,70.43267365,5.682035152,56.59621374,10.66855974,123.9220781,9.844186249,156.0902601,12.09293306,64.5835171,6.389084087,76.51042465,7.695082916,136.0990179,14.20840528,146.0242551,13.12278774,38.06748647,10.52186696,NA,NA,126.6989178,24.26890595,145.2051974,13.88019567,49.74394964,19.21031958,67.83318316,18.36517779,143.9620524,9.769199833,156.120729,10.31465928,58.51615605,9.369647048,80.24211041,9.152029217,137.8359339,16.11255733,136.2829355,13.09639443,63.52568262,15.43660676,75.93569683,9.116955803,134.9716808,12.90828734,123.5927095,10.27341249,54.96204948,17.78896664,74.542901,10.09635187,117.840934,19.75509235,125.5210508,19.2802152,68.01946442,8.912168666,54.69660767,7.279250627,106.2687035,22.96557409,130.6832555,19.68664114,61.55608997,13.72931849,69.03534112,8.877413385,118.4219386,45.39502569,145.652425,38.57545703,52.96002864,19.31950623,83.06477552,21.80454398
Rpn2,73.54597905,6.555572005,73.54597905,6.555572005,54.51603901,10.96348935,54.51603901,10.96348935,67.57747641,18.72307601,63.98961021,8.489961424,47.8568294,6.763729123,44.55429814,8.544237958,62.76360798,7.091462748,63.39519292,6.913579467,39.9861036,4.259265539,38.22498139,4.912145974,59.900389,9.368786966,67.90711342,14.22561832,28.93469369,7.051301134,44.32447738,5.81457321,58.33210791,6.690572405,65.46969861,7.154818707,32.4894924,4.536974506,38.16946763,6.385365338,57.52702473,8.278009072,60.03665155,15.68091934,42.93933158,15.07341479,50.29176077,4.09953361,48.708307,4.43086652,63.2266505,3.860987868,43.91172097,11.21416148,48.32570122,10.62072396,54.33422503,4.150375417,50.60313391,9.687439002,32.96211907,4.773995072,41.15328221,3.36725303,53.81094246,6.674627656,59.15236533,4.517625999,50.23941719,3.520730595,39.21256403,7.528781674,51.31954872,5.978047413,56.77775447,16.70456092,38.65185039,16.0045066,30.2226895,4.728070406,52.97710283,17.85989533,54.08284083,20.22784333,28.11770867,8.204060985,47.7848298,13.11500288
Chm,NA,NA,NA,NA,5.774034902,1.126139253,5.774034902,1.126139253,2.343643339,0.638686799,2.344069303,0.729258863,5.845978834,2.113505086,4.822827551,1.57180666,2.628713119,0.873337914,2.894482397,1.119855193,6.001869683,5.129913748,5.985042388,8.309812062,NA,NA,2.635575706,0.737082311,5.778274613,2.779825324,5.955670796,2.335290233,3.096673083,0.563296714,2.319381134,2.195367333,5.509154239,1.942167124,6.531708246,3.519273244,3.643595034,25.38645841,NA,NA,5.894733872,1.479288066,6.39755461,2.67929165,1.712375597,0.530421698,1.973545207,0.551896749,5.769620001,0.794199521,5.717774392,0.72396699,1.894013803,0.937257409,2.919067688,3.428758567,5.414646145,1.142328131,5.620029087,1.003507568,3.136753718,1.578379448,4.107584649,3.525803119,6.038415706,5.917827435,6.277074665,0.935245409,2.167873719,0.707495136,2.069079663,1.078103068,4.053497578,0.981872564,5.318319585,7.703173568,1.590755153,0.732485791,2.905911594,1.194726357,3.302169777,1.982473755,5.298707214,2.162122806
Ddi2,76.88054992,5.811901678,76.88054992,5.811901678,61.34656924,6.531287247,61.34656924,6.531287247,71.14933764,13.84490277,61.9927083,7.412287652,63.07250534,5.519162773,60.2042819,7.739471092,77.9026505,7.435063693,66.83715115,8.428101899,57.84272648,5.378812233,60.95114584,9.090096436,67.03662043,7.598432566,78.27317716,11.47824525,62.84768692,5.797135678,62.08595861,8.180703476,64.77757918,7.735712168,68.24147945,10.27419119,57.88158069,6.524410256,61.3211953,9.112431172,63.82800589,8.095555386,68.33869695,9.002355095,58.10283827,7.143177116,65.31526354,6.202670659,62.19772114,11.50725197,67.44741152,9.572782755,53.6119634,8.000796866,61.81704852,7.293383127,70.66419637,10.96186225,63.81940481,8.188701918,55.29726331,8.356918675,55.75713829,7.764876653,65.6442521,13.34413502,63.30827228,8.118891577,53.69377958,10.70710856,60.78187112,9.643325692,65.82719273,17.30922651,62.38706108,12.94541633,55.01020139,14.94238321,49.21634173,6.598249152,50.36033504,19.57214071,54.4118706,14.78351153,43.54156566,18.77678597,48.15836939,14.63399328
Ampd2,34.21290807,7.311652095,34.21290807,7.311652095,32.3143947,8.238199031,32.3143947,8.238199031,29.79386915,6.508646521,29.40063362,8.079397757,35.99329784,5.82805487,38.73389644,6.521406927,29.81537258,4.102152379,28.40270654,7.949641377,38.32879163,6.445945488,31.37338199,7.008266425,28.97350498,6.285061284,29.23725795,10.44067182,38.19158956,5.568158347,34.5533357,4.654211692,29.41668303,7.727597996,30.21181627,6.354405618,30.9259934,5.050672891,31.0865375,5.877081416,31.80119463,6.5729616,33.38641568,7.887139585,30.70818051,4.452617945,32.16254133,5.129356886,28.22706983,9.862290146,35.44961232,7.150264104,30.4282158,4.091752269,28.96135516,5.346280882,31.664042,5.345101613,36.38857046,7.614971146,27.18058921,7.053773612,33.35212415,6.514758569,28.32903613,9.819273164,31.04958417,9.273865239,26.79266432,4.44407151,34.13779938,6.83549447,27.66849467,10.55011192,28.68627902,9.156771072,36.51894798,7.950670041,26.35127576,4.445063464,24.36554637,10.10899412,27.05606559,8.943763849,22.5739044,8.621991329,24.83487258,9.469340374
Tcfe3;Tfe3,17.60795313,2.210345129,17.60795313,2.210345129,11.74400128,3.235131233,11.74400128,3.235131233,13.08022766,4.18200723,17.00703888,2.202318894,13.30939034,2.66791491,14.1284553,4.102986351,13.28411486,2.137060492,14.88983658,3.15435779,16.84743919,3.257555783,13.71339849,2.913826163,13.78416021,4.01027665,20.27146615,4.143177464,12.15984415,3.989878674,12.16990745,8.335381476,14.54106014,3.999946281,13.22674824,3.676136549,11.53555748,4.348298322,11.74165895,3.415213176,11.64901711,4.924849734,12.2947684,5.698187032,9.905227872,2.171150551,15.36574609,3.198390127,12.62190642,3.945838884,13.38860823,3.705642359,9.353195792,NA,15.14092987,2.58604042,10.26839049,2.748322929,11.07730036,3.543678122,8.413360541,3.376433581,11.89324094,3.84960744,9.839391101,4.731393858,11.46516236,5.800826192,NA,NA,12.36319739,4.011308084,10.6510919,5.930547452,7.785611319,5.249830999,NA,NA,14.36761653,5.894197498,4.988218913,9.500947046,7.918855065,7.467264804,NA,NA,10.0035876,9.506240118
Huwe1;mKIAA0312;KIAA312,5.770820808,0.938717611,5.770820808,0.938717611,4.878437947,0.54408953,4.878437947,0.54408953,5.915207407,1.330194978,5.264936485,1.679031737,4.855492871,0.752598965,4.301054876,0.535994888,5.427931407,1.30480552,5.454596077,1.516949068,4.276371757,0.756469547,4.515687955,1.05565077,5.475736155,1.658429379,6.208496049,1.832249937,4.946616492,0.611182174,4.523601023,0.641993837,4.776877058,1.446779539,5.541059491,1.754740029,4.366954815,0.743920273,4.274020465,1.240150606,5.559158343,2.356503329,6.115684362,2.383855541,4.425001583,1.221926916,4.824603137,1.092774355,5.338808472,1.254452196,5.012166274,1.173097938,3.761818957,1.118771626,4.228632968,1.610957029,4.691090906,1.326076956,5.375457657,0.825316627,4.623852663,0.697344153,4.554382705,0.937032543,5.095229882,1.798784344,4.675400513,1.655054047,3.697124111,1.236771467,4.212723624,1.393089772,4.553713677,1.430801689,4.949913158,1.632172343,3.725760524,0.937993614,3.467744123,1.07273464,4.158819967,2.044515311,4.117288134,2.592303862,2.734583961,1.473763791,2.851704966,1.783084424
Mtch2,35.11417578,10.3750579,35.11417578,10.3750579,18.26834891,52.1902227,18.26834891,52.1902227,29.5924087,1.556662051,36.75637425,8.10028381,25.28715396,2.72565174,27.09291944,2.452222688,32.21925126,2.915764975,39.15455386,2.374765193,24.24074094,3.834905516,24.42817331,3.66091108,35.2976745,2.537419064,34.03622677,2.42452538,15.88167672,2.072598058,27.75867092,2.450989818,30.4981074,3.432569349,42.00172492,2.533645363,22.52253331,1.436734062,NA,NA,38.38034472,2.878191708,34.79419069,1.947176638,NA,NA,26.71375073,4.949507086,47.77282504,4.85270394,51.4063686,4.620945873,NA,NA,23.77189336,9.292637082,51.72987209,9.107760671,48.08040964,10.36216234,20.75893654,2.436100538,25.65054522,24.73137386,38.00585842,4.651964318,49.96726472,3.657734803,34.06979726,4.739110141,20.13679299,6.032575691,63.76467263,3.912659205,61.19889156,5.804698144,25.35620528,3.722738456,17.1827833,3.846788307,71.37816445,14.75400983,62.93966983,15.04630497,20.34999957,4.956348492,24.23722835,5.076533186
mKIAA0031;Eftud2,58.86772331,5.803578627,58.86772331,5.803578627,75.01888509,6.428174134,75.01888509,6.428174134,71.86954539,6.188690124,76.00178953,7.655027153,78.59791089,8.199573032,93.17885597,6.555607758,67.75299322,5.590411288,79.55295334,5.953215153,81.22989431,5.983873445,87.03253737,7.835228204,74.88218118,10.44717502,72.44198586,12.5623021,95.64990029,7.969398768,80.44415282,7.702018973,77.78744145,7.03559254,72.02810548,9.798185334,86.10815537,10.66270736,87.39667938,8.083722158,72.1061026,7.230007914,66.38970563,8.755394974,87.66551625,8.516521057,87.73061644,10.25665424,69.14281362,11.83718875,75.78261233,11.66703788,79.35304637,8.343417875,83.79277804,6.23111979,72.56636462,9.260392263,65.52750928,7.793174954,85.13670418,12.02774523,71.88488158,10.61212823,76.6315639,9.276579983,68.45367451,11.28340516,90.51344697,8.381850013,76.82071867,8.22578669,73.52400611,12.28095612,62.77956326,12.02590274,70.12003628,8.319257516,68.25521794,8.281940948,67.17101905,15.53799207,55.81718037,13.98480928,85.09863635,19.05044117,57.38715506,14.54085805
Dgkz,10.05549392,2.460745458,10.05549392,2.460745458,12.00911752,1.615019253,12.00911752,1.615019253,10.1966665,1.397849653,9.984868703,1.039566558,10.21321499,1.713585157,10.99711712,1.293385477,11.23992579,1.875669786,8.61895456,2.108381579,10.83655324,1.826948963,11.4552697,1.956342004,9.634221237,2.903671519,9.322312279,2.023015432,10.10867302,1.276963026,10.62382514,1.292538977,8.909511662,2.983766087,9.024768,2.55543308,12.91711012,1.689668417,11.65706481,1.959418002,10.01172841,2.43068701,8.785372587,2.857061526,10.85918976,1.993519057,11.43191501,1.715374977,10.50104438,1.825192899,10.34592472,0.934497389,11.09947674,2.608903919,11.36659182,1.806631538,8.614013584,2.564071646,9.508736405,1.991639508,12.17094719,4.000236739,11.53068936,2.758943515,11.43866636,2.808650747,9.277768112,2.624438229,10.69694495,2.930749536,9.848481845,2.814823121,9.563197971,3.888873087,8.869647512,3.685006782,8.46343128,2.843972321,8.391168841,2.797134345,6.573200149,5.568325124,7.465219735,5.305685478,9.756877847,5.485848257,8.50409568,5.675553399
Bcl2l1,10.83018154,3.162569045,10.83018154,3.162569045,8.987650879,5.62447545,8.987650879,5.62447545,10.40373832,2.462850748,11.30408805,0.670285442,10.75419728,6.461822499,12.95343524,1.829574935,9.866249489,6.309882994,11.33404376,18.91644207,10.85102274,NA,14.28978709,4.960837509,10.48193734,3.021432518,9.275740611,2.687835606,12.74377815,1.831887743,10.9152777,2.450298312,10.80061527,1.855893424,9.057369256,2.180357585,11.04265115,2.128601008,10.08837011,1.529011247,9.369397479,1.756859162,10.67422958,2.607314118,10.62460507,1.502866159,10.77605806,2.835830664,9.159637824,4.571279672,8.717181852,4.919644425,10.71201133,2.570788026,9.200903028,2.786029121,10.32915598,2.940452612,9.496971347,4.082957805,11.18563573,4.429646,8.609540442,8.504358012,8.855918706,NA,7.392695967,5.199154517,10.2528016,3.665194365,NA,NA,9.247324459,5.495611325,7.731707281,6.397233696,9.050053273,4.769105214,7.728004485,6.187700268,NA,NA,5.522577745,7.454654361,6.540186816,11.41567394,4.874463615,7.949726765
mUBPY;Usp8,17.08749142,3.810810636,17.08749142,3.810810636,16.34569712,2.099082529,16.34569712,2.099082529,16.79415632,2.148655803,15.05357985,1.813884665,16.25143707,3.433373558,15.64031945,2.970094865,17.28939298,2.596396488,15.54722739,2.385922153,16.30636035,2.439031591,14.1025357,3.050822912,15.67912364,2.805652061,17.01910769,3.0842501,16.31364941,2.684942883,15.28057548,1.915348477,15.1678208,2.513597367,16.27729606,3.618687079,14.23909429,2.669290885,15.12214723,2.199063081,15.44685391,3.165084692,14.81211342,4.273381586,14.97017256,2.932740778,14.03323391,2.214734428,14.44819378,4.578764124,15.0749167,3.32020893,14.17354404,2.915890467,14.30141275,2.871399599,15.10451444,3.223761856,18.22249805,2.914251614,14.62548353,5.076023873,14.72760574,2.985252248,14.52996397,5.397178343,14.30756762,4.97271005,11.82558637,4.614555603,12.73890778,4.072318723,13.5636204,6.422570608,13.41850773,5.644503731,11.44188814,4.977618269,12.28115775,4.440892506,9.338530828,8.299816375,10.90591613,7.409774952,9.259034756,8.341912803,9.240110805,7.128808172
Card9,52.56767569,5.460073532,52.56767569,5.460073532,36.59662711,3.534865424,36.59662711,3.534865424,50.84264194,8.905318323,49.23124353,10.33707114,36.19128189,5.372686268,31.40274579,4.904062276,50.41178477,8.886528018,51.98292646,9.782438083,33.13379342,3.85887447,33.3849021,6.733056469,49.92226368,8.356126392,52.31941339,6.540443425,31.8337714,7.978814908,33.65588914,7.691909657,47.55769446,11.74583154,50.42034837,8.740417794,30.66569413,3.307896576,33.5525114,6.709140831,49.90063134,11.53702045,47.25904117,7.528204187,32.03434756,6.32652743,32.29076724,6.789783597,46.54870683,19.88988659,48.46900139,14.46591206,33.05276563,6.253191526,31.98000968,5.16486448,49.27813028,5.956937789,48.75398652,6.964404304,32.37113575,5.323467628,31.49397608,3.730789164,45.67368321,20.10047927,47.89457558,13.64003757,28.46062549,6.915424126,32.53300394,4.554011319,42.70292776,13.20373193,42.99350033,8.577345531,27.56859149,6.526732874,29.74043871,3.495898254,31.83293564,16.20520193,35.31097223,15.19758592,21.73876625,7.074428752,24.7642777,6.689937034
Sec16a,3.779688983,1.069222033,3.779688983,1.069222033,5.212626387,1.269920399,5.212626387,1.269920399,4.0519611,1.056183467,3.443504045,1.471982676,3.913641614,0.879928293,3.696602926,1.011607797,3.734460183,1.423398239,4.192490713,1.722217934,3.914536926,1.512042061,4.079710046,1.106354177,3.623679077,2.269933979,3.360426673,1.311935595,5.422864473,1.069149353,3.815557544,1.748144581,4.470747672,1.574162413,4.72405843,1.586895145,4.241347953,1.422496114,4.794666586,0.911108501,4.256226295,1.755187688,4.724517991,1.981042596,4.720107605,1.107531448,5.006534476,0.959890254,3.559051729,1.524555141,3.3368389,2.365115472,3.999471615,1.15306483,4.445787095,0.824324895,3.363114863,1.871037057,3.496631053,2.056818861,3.805042767,1.972739554,4.194896518,1.136809708,3.70792826,1.876763954,3.361284839,1.209714195,3.28233504,1.099298647,4.486073271,1.188307269,3.060648623,1.605036191,3.204656579,2.568033339,3.192815293,1.30434687,4.434704231,1.451224584,2.597815389,2.485096267,2.62882291,2.136195541,2.285237946,2.097404477,3.570798197,2.386924354
Mtap7d1,32.3164237,9.810090108,32.3164237,9.810090108,16.10492574,4.767307162,16.10492574,4.767307162,33.57980846,4.127609739,27.99610826,6.776497826,15.13488583,3.081022546,13.52061565,2.390728763,24.68482047,16.36987008,22.8821092,11.36963642,14.30118245,3.629324316,12.37973092,2.144880424,24.18472135,15.90885027,25.41827216,18.87506304,13.68757389,2.408282891,14.0331591,3.332102633,23.12260408,17.82626852,22.74921616,16.68144205,13.6525779,2.860075546,12.68400744,2.368897447,21.03181154,12.89535224,24.0630783,14.56440514,12.35628655,3.063601862,12.48270871,2.835766288,26.34092124,6.618864737,22.60800347,8.424040203,11.50279458,3.785747548,12.2974498,4.808457716,20.16897822,9.55104374,21.22627635,8.697259533,10.75272108,4.198142076,12.2955893,3.574717451,20.09533689,10.91962507,23.57878548,12.84848127,9.887656965,5.36542955,10.21457318,5.178001476,19.60897398,14.16673857,22.49343373,18.71822824,8.921786712,6.052292117,9.823610608,7.893236198,20.72348211,18.95162439,19.29980801,31.1310224,6.484749471,9.335075631,8.531000879,11.50777565
Ttc1,14.54184462,2.787091146,14.54184462,2.787091146,16.51437771,3.556443251,16.51437771,3.556443251,10.73551346,2.457580923,NA,NA,14.53742335,NA,NA,NA,NA,NA,12.11020191,13.88677539,NA,NA,11.36224802,NA,10.84433837,6.750227731,NA,NA,NA,NA,NA,NA,NA,NA,10.99508332,NA,NA,NA,10.31365496,2.672436725,10.90887442,25.89468174,11.9649174,1.933795259,10.29225744,20.80789436,11.7648489,2.290250847,11.75402302,3.728945283,12.02397345,3.729270769,12.50700512,22.52768731,21.59337268,3.103764687,12.23629865,NA,13.15759759,5.220794531,11.99265355,1.799226255,9.474373112,2.07569429,15.76898676,6.453972582,10.63100233,9.686519706,11.75144947,2.238107675,NA,NA,10.23186812,2.812733507,9.968094465,7.269283944,8.227152436,2.680449088,13.53906344,2.62859521,6.459270309,7.829136791,7.338687079,6.289403104,6.14705115,3.950143517,10.1126335,3.62975236
Agps,68.3979459,8.64554816,68.3979459,8.64554816,66.83769749,7.026070041,66.83769749,7.026070041,70.47496621,6.391358051,89.42583296,10.99658207,65.8509368,7.513631078,76.87619156,15.50584503,70.95977261,8.336561159,82.09421786,9.725991113,68.0059972,9.108861249,81.5017937,9.195109814,74.34558334,8.382457549,79.31402422,9.061403728,66.51997219,8.334421778,62.67092492,9.371046973,73.77966764,10.55554306,72.76500847,8.740434871,68.163328,10.43338141,61.28655324,7.457396498,74.39931329,9.904589883,70.31445399,11.30514928,60.62509961,9.46513692,63.91116208,9.346733885,76.68860171,15.26575202,75.49847746,17.89920679,60.19622028,10.22937891,56.64668914,10.41980663,69.14719185,11.56211314,65.24034361,8.984092951,63.55281377,10.00881965,69.06877651,9.604441368,69.17735896,23.66678742,67.66978223,16.87021711,54.65092909,9.91989267,50.2565807,10.05354414,66.80454846,16.16118456,59.44509421,18.95742593,52.74693169,10.00497284,41.85208927,8.523165616,56.10554493,18.31702003,50.02845337,23.19566553,51.28416191,18.41978344,42.04299682,15.87953686
Asph,31.37145997,7.842158898,31.37145997,7.842158898,30.66075701,7.699972349,30.66075701,7.699972349,30.86678603,13.23480567,38.51132613,12.84861952,29.04720595,13.33468316,33.87011988,13.58689444,32.45647451,8.157325452,36.31995379,7.856214855,27.5915024,8.684825652,33.59497955,4.933792873,38.5124183,6.123174511,36.00725384,9.50876538,27.10217876,10.52869661,33.46623501,11.85210103,32.22336765,12.55370947,34.86799299,8.326274506,32.36417285,5.715431982,24.30310499,9.422764267,35.3761261,9.164411604,29.61716304,9.969905091,31.82835171,9.9387823,30.53171596,11.79590226,33.18607901,17.7070123,38.30037587,18.26191522,35.35655788,5.877303669,28.17384403,7.112354979,32.74475544,12.60243301,30.39981678,18.05334966,31.29176078,11.17402066,28.56065952,8.814111084,36.05083983,13.50812841,30.85245449,18.66747883,31.26337144,6.421556521,23.45667278,8.009542582,36.12979336,16.03975068,29.15142883,18.41302798,35.83671022,10.09642756,23.72061191,6.088793843,44.95384176,31.13179356,27.85004274,16.63071845,40.03384534,29.46366429,20.23393772,9.398215132
