Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Gphn,12.09607413,0.297156284,12.09607413,0.297156284,6.505030912,0.349631893,6.505030912,0.349631893,6.224527089,0.26913601,6.383382298,2.035592893,7.394559297,0.421281102,7.11986442,0.220513054,6.564510365,0.304862791,6.557976079,0.335739608,7.548745797,0.332005562,7.457094283,0.412567514,7.0539722,0.586154764,7.074705069,0.249014264,7.54629468,0.575701627,7.683741894,0.311431169,9.991135523,0.602495709,6.65083478,1.382099781,7.208237492,0.362479887,7.434571188,0.387532271,6.00596516,0.641981833,6.916082023,0.399105769,6.725724642,0.384565288,6.989271418,0.45882003,5.986281018,0.293354026,6.470997426,0.528919379,6.57771707,0.400365279,7.47091876,0.538111872,10.25979652,1.064364154,7.085368901,0.522439407,6.597725982,0.342684202,7.202987085,0.459091943,5.178232575,1.514301568,6.796965105,1.254251822,5.572142306,0.55086198,7.109803057,1.167273223,5.435426447,0.884504582,6.343252507,1.760519949,6.849515238,2.884489997,5.473031592,1.480301736,3.682306522,0.960560628,7.893303974,5.169083104,3.987898064,2.390066432,5.854278153,3.172792374
Actn1,132.3602908,10.98784234,132.3602908,10.98784234,133.7616504,10.3738691,133.7616504,10.3738691,118.4478056,16.06326902,125.2502973,16.62811987,131.1359604,17.3843631,130.3928155,16.20446477,126.3149971,15.25237595,127.9366346,13.18355467,133.2665009,24.15890036,123.8782608,20.26705741,132.0435978,13.69582503,126.7895256,15.85536942,119.8621156,13.59907116,131.7895468,21.36887346,126.0911157,10.15092638,126.5961253,23.09438611,132.3452855,22.59313295,124.4829175,17.42834159,125.6457527,22.30924391,123.6273542,15.74160415,118.869642,14.95290225,115.2248515,16.25787567,123.2715261,25.59001184,125.1306309,20.23531186,119.2445764,13.4106089,115.1071344,16.56661779,122.6897775,15.75162004,121.3362322,17.53277405,133.9944597,20.5814958,128.5188884,18.0727746,119.897339,25.35731825,122.9094942,29.28803766,110.9848853,17.17352638,119.8764414,26.65084001,124.4186301,16.25009373,117.3822533,31.21005774,116.0732996,25.85962375,121.2483408,30.70027695,108.5992191,26.54990657,112.2755382,43.43244411,106.2086885,25.09599976,102.920516,43.54189499
Cul4b,8.320294063,0.753199983,8.320294063,0.753199983,6.405256436,4.520842769,6.405256436,4.520842769,7.261300574,1.477358892,8.629873841,1.425984324,8.821197633,1.661257454,10.01592188,1.786393019,8.004279467,5.015972217,7.040491759,1.694034684,6.939911971,3.799328671,8.537230226,1.008937824,7.612444318,2.384371537,8.397005242,5.379867705,7.091835572,0.80757442,7.530566474,1.760427129,6.527099892,1.686218593,7.590880059,1.785818136,9.261091875,0.565643442,5.584909466,0.834417065,6.932186506,1.325875534,7.22293743,2.263175877,6.585331121,2.812021098,6.85716946,1.098118391,5.732840138,2.882833003,6.06151661,1.854839629,7.768962687,1.487341663,7.730252932,1.125811093,6.32132989,0.958120697,5.415882961,1.09608688,7.36880068,5.252178395,7.86555102,3.371715051,5.916203386,4.936626549,5.938542688,1.819883013,6.141968719,1.393189708,6.682853205,1.894829552,4.608264516,4.703512918,5.12470718,1.864444709,6.484026716,1.631991952,6.095240387,1.400038571,4.342108831,2.490151025,2.966669063,2.43635247,5.878534808,3.904356252,5.113453025,3.703048503
Txn2,18.17208277,3.832494496,18.17208277,3.832494496,NA,NA,NA,NA,18.13165622,8.13373602,23.61923505,15.05618109,16.14652918,1.398958342,17.83395423,1.399929532,18.51419964,4.033566521,21.29742097,6.696891432,18.20709244,2.199375269,16.26933672,2.052156532,21.70882043,3.371952705,20.32273275,4.188630106,17.33542899,1.660635067,17.61230917,2.936906772,22.66973465,4.546238145,20.75330331,3.653307185,19.3264512,2.593579841,16.90721492,3.417423813,23.51705028,3.488776719,20.69013857,3.542665505,16.88454338,2.53701353,15.68419135,1.663103716,19.22154121,4.445999104,23.20043747,4.132610356,18.13068443,2.74639875,15.01164952,2.115537242,22.70323998,4.010410904,18.86120259,1.846661146,17.5186874,2.056174531,15.11515689,2.007339898,21.15633999,3.364052144,18.54643016,4.234701235,17.09080049,2.388526349,13.65739137,1.941910336,23.48792966,3.853572181,16.11245304,3.365384158,NA,NA,13.49522714,1.564171208,18.64292069,4.132715745,NA,NA,NA,NA,10.0291961,2.102673954
Rpl19,425.4319386,62.00293413,425.4319386,62.00293413,529.7017062,43.58029944,529.7017062,43.58029944,414.0241867,56.37689682,453.4579454,52.18444926,512.8880692,41.28129615,613.5090594,40.94946727,483.7552818,80.80264516,429.7917305,33.21392028,562.7599061,46.51263573,544.1527318,40.36111634,467.2954826,31.55008588,452.2088759,36.2439903,530.4755689,43.25851299,514.390279,55.12615922,437.2266511,34.39618733,437.2318476,34.38747662,474.627162,40.10085815,515.3030623,69.40464947,427.8415323,69.98430454,453.1895927,57.23594065,536.8140528,49.65940397,498.2584474,54.734393,556.2759454,81.73218246,575.7884777,68.8518898,511.4703796,45.14166999,568.9928494,75.99138514,437.0608636,43.43769952,458.4244496,62.69892421,534.0765861,55.72503486,572.5093243,79.92053125,605.725326,71.36486765,548.9735309,93.34271783,535.4368735,70.14879135,567.3902213,114.9361653,519.5879615,86.33493455,542.550931,119.1876564,561.349766,79.67536247,496.7289286,107.1097774,413.9563995,109.2876523,436.7761131,160.4018517,545.0034826,182.5202763,605.8543059,196.2502155
Arfgef2,3.363567704,0.65354948,3.363567704,0.65354948,3.292395619,0.60555586,3.292395619,0.60555586,3.612511901,0.568040545,2.838469802,1.642365783,3.248366437,0.794384349,2.885459684,0.865817523,3.303782187,0.61809575,3.23381687,0.675874819,2.996878978,1.259255584,3.069357892,0.676035222,3.380945637,0.589496913,3.636183656,0.882027634,3.195306112,1.101258359,3.258939666,0.842269631,3.030207128,0.631664633,3.261416573,0.819373664,2.826425697,0.613127399,3.379664515,0.779586504,3.344067431,0.767351932,3.308953312,0.581029046,2.991373654,0.712527476,2.814154848,0.650539466,2.59925314,1.016249348,3.061813764,0.957053789,2.973220809,0.466510646,3.16385171,0.455000844,3.117706529,0.868030499,3.026535963,0.766563911,3.14837572,0.748477061,3.12856805,0.709740223,2.955497086,1.079483484,3.012563819,0.990974247,2.6599292,0.719563154,3.056249581,0.711899066,2.796682505,1.096877966,3.064636328,1.053640912,2.725728326,0.78401487,2.770189721,0.875967012,2.335645116,1.486071348,2.792025306,1.558354675,2.006630041,1.26332771,2.300033521,1.16476742
Stau1;AK041781,13.17719428,4.054412503,13.17719428,4.054412503,11.62614292,5.594811672,11.62614292,5.594811672,12.58036498,6.569642,11.47922425,3.927296888,11.71962359,5.707957398,11.39141561,2.48178452,13.49270681,6.486676862,11.28651524,4.919811846,11.06971605,3.054257965,11.88681128,12.66093095,11.96880169,3.842061722,11.13485972,8.988141854,11.28133223,3.08015539,11.65477985,3.019984997,10.02021823,4.992141475,11.13109877,6.725293134,12.64053148,3.180898246,10.74377509,2.132284258,10.61945305,4.44181318,11.0861976,5.631074556,9.912064932,3.769739395,10.41494518,8.539557415,11.61774132,3.353627718,10.36083586,5.139236647,9.6887455,3.296607071,9.485181602,4.430626852,10.20815644,4.809427566,9.882556182,6.562952856,10.56304671,5.392409911,9.526838156,6.4571655,9.384815107,6.796423641,8.517661624,10.75336483,8.96267056,4.482684673,7.938913813,11.88524174,8.90572494,5.69258755,9.386147059,11.7789864,7.618662697,7.132968945,6.117045851,10.0929995,7.946597557,8.364608152,7.863942606,15.61236556,4.716603629,5.594059881,5.795202872,12.82070534
Sh3bp1,55.21842274,6.295960004,55.21842274,6.295960004,62.13929022,9.479235897,62.13929022,9.479235897,47.58520374,8.611185941,47.28846139,9.271559002,65.58194646,8.582650961,64.43521815,6.955662431,50.60822815,7.875742319,49.95487245,10.07425064,65.8966968,7.984471555,65.15099347,8.512470974,50.00161525,14.06300194,50.74343088,10.43752726,63.39861445,9.066245102,62.92993757,8.985802222,48.98957242,9.602411644,52.02289212,8.857377072,61.35378207,8.51140206,62.54284918,7.85819632,48.44349836,10.17649612,50.11283449,9.342204871,60.10780115,8.283686428,61.2342928,9.218018814,48.5782768,9.156618085,49.86508215,8.16646914,64.86863775,9.979000114,65.49970473,8.284703539,49.58108499,8.326788032,49.12877149,12.05373687,66.08883531,10.50363864,65.75721347,8.487345198,45.84745067,15.2838519,50.28561623,8.712116911,57.344936,11.37975722,65.58490519,13.3110546,45.23849954,9.655241059,49.29366659,11.16033912,55.72805876,14.01603022,55.23157083,13.71841817,33.60940124,12.23733781,44.9062522,17.76739652,45.16103939,18.90491463,52.94249219,24.80063681
Bptf,0.51791699,0.208673621,0.51791699,0.208673621,0.340167111,0.21559668,0.340167111,0.21559668,0.409611344,0.20645833,0.527812758,0.091761064,0.499285013,NA,0.4724951,0.726640543,0.35351535,0.187423182,0.437109465,0.055725372,0.435759314,1.362192488,0.501647179,0.089374033,0.335501173,NA,0.349954041,0.134353008,0.518908362,0.277650259,0.410804054,1.325031413,0.475606288,0.05552829,0.396301256,0.08954611,0.436720855,1.577435469,0.605101816,0.26294784,0.443866227,0.165051602,0.341600219,0.324059738,0.353246277,0.728786769,0.532805312,NA,0.452742075,0.080194165,0.384629345,0.642460424,0.33509092,0.762787769,0.371348323,1.201013297,0.393739196,0.078581373,0.401229297,0.094522746,NA,NA,NA,NA,0.324182721,0.580899223,0.377833673,0.17334627,0.387930937,0.099333796,0.370940437,0.373245172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345155858,1.083924997,0.609789944,1.089805694,NA,NA
Lasp1,1722.035912,159.3285961,1722.035912,159.3285961,1512.785581,122.4729889,1512.785581,122.4729889,1591.866135,142.286392,1478.751751,161.5112309,1402.364567,108.2959097,1253.107267,88.96717011,1634.953744,131.5210409,1570.459803,143.1204298,1375.546851,105.78128,1302.440182,101.4349631,1556.475504,133.3877508,1655.725771,155.8294901,NA,NA,1341.744697,124.2876971,1566.482142,97.24870044,1603.880685,110.5332023,1294.432545,133.9942544,1349.621917,86.27137812,1508.953029,96.68866476,1613.21023,116.9524817,1243.298476,85.25559641,1284.508767,87.11995067,1440.190165,131.725432,1468.17943,114.4142814,1152.312808,84.81649971,1279.978743,103.6377775,1605.961333,130.2122932,1567.582967,166.1262779,1184.297199,107.4950669,1274.6572,131.1663648,1543.705912,186.0692901,1550.742989,241.0802782,1169.797906,125.5817908,NA,NA,1557.835669,236.7472178,NA,NA,1230.704516,174.6123429,1375.723312,230.9007956,1226.914876,360.4300552,1399.411834,513.8409672,991.6237489,316.5241267,1147.674194,381.3217027
Snf8,50.633591,22.38640669,50.633591,22.38640669,54.73707441,6.201440112,54.73707441,6.201440112,50.07469167,11.63982002,44.76776371,10.02893755,49.25283898,18.07740596,49.82615401,10.55544378,49.20436733,11.54220345,48.261218,15.05144564,51.89379199,9.311714872,50.30789672,11.49438694,50.61759304,15.07569349,48.44115369,15.78831155,52.83524773,14.20623072,53.37614853,8.420447354,49.76275531,14.27886947,48.29352458,18.37711913,50.23104327,11.4720499,55.95444512,15.2544165,48.91976105,17.29020492,48.99125302,15.45046869,46.46362876,18.19521537,51.7739053,12.68349258,45.23435905,10.72308025,45.97141282,10.24638811,47.98066777,11.44740058,51.10693878,15.69977091,46.33967394,21.05778754,45.16237039,16.12431608,51.75506994,8.309815948,51.88473148,7.604620837,46.74363039,12.04746529,47.59875709,9.859970805,48.27289097,10.79372819,52.25575692,12.44545102,45.33543249,10.32732716,45.75543045,16.86801753,47.27896684,9.488507411,51.38319784,11.69018393,41.04417298,14.32462401,39.78249221,19.20460789,38.03464189,20.28306404,44.621159,16.98625851
Cd300lf,38.07551892,11.637128,38.07551892,11.637128,36.64761773,11.66712717,36.64761773,11.66712717,44.40789824,12.58022243,51.0444417,2.796984872,44.43923373,6.297531435,45.96211907,8.778726209,47.90995374,85.9348897,41.58598501,22.00488381,33.51092776,13.82297138,44.13240075,8.227437071,42.6904867,102.1639102,40.06819062,94.42187341,41.55650464,7.074781634,34.67283206,17.21404133,40.90583832,78.48750017,43.38722334,74.95714509,40.5537446,6.075560137,45.65454615,15.15969736,52.27538844,72.46431772,41.25081351,28.19256472,42.10324492,8.332010574,45.60539328,13.39762581,43.41359613,13.13129022,42.75369644,5.56835982,42.48468833,13.79135647,31.17028521,24.2846404,41.30940028,17.33780181,39.48735823,45.00695787,41.90382786,6.063372968,40.1117937,7.514260285,39.64046182,5.677065053,36.89736179,6.237183567,34.76134509,14.95595688,29.7452217,16.67204009,33.68043884,14.4545907,29.88563092,28.41816698,24.18082497,25.60253216,24.22299777,9.044663591,23.86650833,50.10659488,17.70454049,51.63086115,16.75025405,14.76737004,16.61092841,18.88420505
H6pd,5.726100186,3.743708993,5.726100186,3.743708993,3.373589933,0.895314756,3.373589933,0.895314756,5.847596743,1.614290464,7.174469161,1.716949394,3.89666121,0.524516953,4.171068854,0.515857359,5.764765812,3.588269034,6.760023484,1.383955027,3.52037792,0.86018032,4.570651343,0.333798767,7.366383987,2.729438123,6.655338879,1.685597407,3.934445361,0.814030878,3.7048783,0.455348049,6.416556982,1.919151121,6.566092664,1.491890617,3.844865442,0.480350939,3.390216913,1.348845368,6.869439855,1.088749723,5.370308236,5.38071879,3.454061382,0.823257864,3.40470872,1.010342462,5.994897938,0.91400227,5.655557284,1.358630489,3.844071553,NA,3.941101259,1.99528796,6.90588309,3.885197078,5.444661454,2.118397397,3.841304496,0.533314979,3.448616873,0.819401521,6.189058259,1.481160654,4.901452381,2.754385897,3.941392328,1.348535306,2.999756015,1.774120939,5.017169425,1.24982518,4.27698533,2.300789803,3.572203439,1.092599264,2.783303304,0.556356364,5.32519796,5.2988959,4.267379391,4.780930779,3.359783751,1.721111901,2.548114171,1.638826933
Lepre1,1.840005784,0.184556577,1.840005784,0.184556577,0.677925021,0.210596469,0.677925021,0.210596469,NA,NA,2.823535643,1.348150781,NA,NA,0.893521863,0.246592881,2.461494292,0.234651034,2.071343996,0.685560842,NA,NA,0.825916313,0.676799668,1.912970153,NA,2.270411473,0.436343793,0.712295134,0.196733549,0.592568623,0.447752125,2.152479835,0.342071383,2.156368265,NA,0.7686837,0.283472706,NA,NA,2.175347192,0.31011238,2.100030809,0.342754531,0.751435632,0.273388487,0.795820398,0.301530487,NA,NA,2.167296373,0.799528913,NA,NA,0.719109989,0.319273331,2.232823836,0.509509364,1.90917971,NA,0.755118373,0.154240518,0.529216841,NA,1.787217359,0.710478999,1.748929243,0.456058861,0.66501068,0.416397496,0.6483373,0.42026928,1.757803267,0.321374084,NA,NA,0.588631088,0.213010624,NA,NA,1.68155174,1.121547691,1.248280139,0.854620426,0.846139426,0.430916612,NA,NA
Epb4.1,4.685480182,2.161764294,4.685480182,2.161764294,4.696767715,0.64900982,4.696767715,0.64900982,4.482640596,0.897291978,5.920719833,NA,5.154602986,1.569868711,5.140359729,1.535455407,4.52902553,0.417773335,4.995282054,4.132707101,6.001711822,0.898526669,4.895316031,0.480193479,4.519776534,1.715561261,4.382956647,0.562056029,4.554360711,0.918314035,4.304966343,0.668064464,4.730812868,1.086106209,4.677026006,NA,4.7736492,0.880294083,5.186167778,1.000986957,4.581675908,1.403322204,4.421076031,1.484491128,4.162628125,0.868503262,5.080426444,0.98529004,4.258538876,1.037082581,4.474412131,1.17363149,3.659843434,0.802680336,4.620708675,0.713335577,4.978279722,1.055277797,4.812210404,0.703110329,4.011131021,1.083419557,4.477536579,0.754831843,4.409805573,1.402826632,4.447213142,0.534938986,3.983346305,1.255458868,4.365196778,0.802935645,4.094224795,1.891609007,4.003827414,0.887506883,3.181788458,1.956587587,4.386223455,1.117003825,3.028935235,2.199811375,3.365088275,2.32021744,3.090527773,3.269773474,3.533908993,2.757347956
0610037L13Rik,49.02828531,7.948187148,49.02828531,7.948187148,66.35786015,6.852626926,66.35786015,6.852626926,48.37472251,5.554775173,45.57298575,6.602103917,69.05907757,9.934412156,62.84638747,10.41770075,47.00664212,9.180400735,47.22883049,7.328452374,71.61196394,9.583199626,62.84536671,14.47498767,46.01958268,6.556427649,48.57156219,8.752034688,68.65960462,12.79599667,71.22043266,13.73462382,45.96982797,8.718170805,45.42590475,6.278382019,62.17197508,11.02728842,67.06811053,16.20716265,42.65135715,5.939708786,44.97265045,4.746853074,63.9496637,9.59745638,59.52578038,16.39450992,43.57778228,7.678841271,44.93737481,10.17251136,65.28244569,8.32322148,66.20543129,10.69665015,42.73687594,11.80547363,45.64369014,11.64559486,63.12767553,7.93522054,55.78570548,8.981022607,45.37989734,7.084371278,44.06217898,8.182515959,68.66430316,12.05867228,65.19754735,21.42017346,43.77692866,11.86745729,43.05517525,11.88045471,63.94107448,21.46339488,65.09691311,18.71841013,36.27035514,18.6295276,40.89027401,20.69609418,50.48361178,19.95948505,54.22502516,25.9127803
Srrm1,17.16871922,1.010650409,17.16871922,1.010650409,20.42223691,3.068779586,20.42223691,3.068779586,19.06217921,2.457668541,20.52151184,2.406426915,22.17767827,3.337581126,23.42166042,1.995561608,19.17813893,0.996613987,20.32458766,1.660152356,22.09086558,4.508705051,24.29357046,3.688293468,19.12521659,6.570508474,18.77430717,2.731831394,22.46751506,3.346830593,21.05720975,3.475580721,19.22112802,3.043528276,19.12481122,3.85604987,22.78936567,3.125497098,21.03782758,2.639305974,18.94615153,3.647170683,19.19649523,2.348383887,21.77414755,2.020361347,22.94262395,1.965094194,19.91442616,5.600676353,18.72964504,8.897193785,20.7856912,3.049825775,22.08587502,3.130839579,20.44379998,2.163292274,18.38102434,1.223229498,21.62684175,3.931696868,22.26233648,4.596648189,18.20629657,4.489634408,15.99787503,4.388653248,20.74881969,3.14469208,19.07273194,4.1672372,17.75360477,5.401406735,16.07083215,3.698309936,21.03554243,3.287062541,18.60898633,3.404847211,15.97110056,5.67465499,14.08735573,4.33799125,19.15443646,6.592023223,17.03202361,5.831070389
Osbpl9,21.46568201,3.91407412,21.46568201,3.91407412,22.83334383,3.39407369,22.83334383,3.39407369,20.07462408,2.350693472,18.89169526,7.77043221,22.62839662,3.039792482,21.61956118,6.419028182,19.51314459,4.241496062,18.30188927,3.481266788,21.71273137,4.282151296,20.34169123,3.666082292,19.2853512,4.226933789,21.11084407,3.659796426,19.30722508,3.477582349,21.05989907,3.985184068,20.05227563,2.368858772,19.40489345,5.074212275,21.43680161,3.072156516,18.84820003,3.150043071,18.01642754,3.309730185,22.57391205,2.237706485,22.37959497,3.098729292,20.41606138,2.707311034,19.75379956,4.065754344,18.54383887,2.705569335,20.72546957,3.440976567,21.2989518,3.288455663,16.79287457,3.85227376,17.58289451,5.161930119,17.26556957,8.001992667,22.49607003,2.967862523,17.13471023,7.366354325,19.29534322,3.91749542,20.20292387,4.435748392,19.93445241,3.689295561,15.23743723,5.410143595,16.00095017,4.154340586,17.57753869,6.659712977,17.85773571,4.405998092,13.58220268,9.498187216,13.71126487,6.85244848,12.66956334,10.03084603,13.8221287,4.598033307
Gosr2,11.10321741,2.034257814,11.10321741,2.034257814,12.29999782,9.283359278,12.29999782,9.283359278,8.934894778,1.928207245,11.71604732,5.837857794,12.08492029,1.577899748,16.79498893,2.006204161,12.07969264,6.286234531,14.76193363,7.568298852,NA,NA,NA,NA,9.958944431,4.373918506,NA,NA,11.21619003,1.183380905,12.26027777,1.434273808,NA,NA,12.85230876,14.89589947,10.43007368,1.49824028,11.29182093,1.68444668,12.07696853,7.454395305,13.44119497,14.14688066,11.37212164,1.260567488,13.16601724,1.679122443,10.87662312,19.75217153,8.35300055,16.98038111,12.51608837,2.557680935,9.547324423,1.907129881,11.15836152,2.236788928,11.19949748,2.549046954,10.55219237,6.148926734,10.87969587,4.14584078,10.96147312,7.322546124,11.50233147,10.03614831,18.19047653,3.945575698,9.818997175,3.393761826,NA,NA,NA,NA,9.053033689,3.617729306,NA,NA,11.13866867,8.105088275,8.351105621,8.216136475,13.22950663,8.305459613,NA,NA
Nrd1;AK138781;Mir761,8.593982507,0.900031434,8.593982507,0.900031434,7.679216318,0.965126521,7.679216318,0.965126521,7.808654477,1.058476473,7.113421409,1.790188342,7.423682798,0.805379755,6.365596586,0.635574964,6.600479114,1.834211235,6.921226783,1.221835311,6.959752433,1.291483587,6.772870437,1.110914317,6.503465938,1.447869346,7.792976883,0.890922369,5.622939784,0.833273514,7.011877916,0.622210009,6.944725699,0.921449706,6.71518353,0.962737684,6.551267797,0.673379428,6.93108621,1.149494397,7.157128857,0.762553779,7.555987661,0.970576204,7.166437857,1.322569369,6.757701913,1.318967641,6.598077815,2.031916696,6.723324281,1.567975161,5.033633014,0.439943645,6.723117144,1.164783288,6.593405742,1.228739844,7.281476853,1.365406988,5.413374713,0.989512837,6.190418422,1.228807635,7.13691097,1.598959713,6.830730561,1.469410555,6.045088547,1.369533447,5.978424767,1.526809841,5.994271894,1.637438202,7.060286005,1.676783747,4.343567796,1.618133202,5.743105245,1.824372966,5.011404175,2.366483195,5.642669344,2.586106982,3.204374252,2.118863426,5.051578676,1.934627535
Sec24a,6.812461444,0.518110407,6.812461444,0.518110407,6.998434769,0.556811079,6.998434769,0.556811079,9.505215752,4.037313983,9.580345372,9.464614421,7.801916834,NA,NA,NA,7.400431941,4.835250846,6.407717151,0.548620207,6.049331564,11.40108626,6.659783714,NA,7.585903896,3.944804183,9.429845984,5.433533629,3.586516273,1.580115737,2.653072809,2.48379358,6.450379078,1.726947152,6.561424067,5.236812444,6.11449905,7.852225859,6.307338911,1.974741589,6.661543471,1.617946439,6.351647336,1.868825612,5.985241258,2.667101695,6.083606024,6.424061099,7.163594756,NA,6.971565405,3.614766229,5.903459094,3.502665388,6.061288467,1.755410012,9.330714092,NA,8.060086782,0.826712598,7.768366738,1.133997135,8.250910142,2.955457913,6.767296083,2.072444729,6.820312318,2.272676275,6.00284529,3.403582948,5.6348756,2.357319146,6.471927347,1.631698049,6.069768545,1.855133351,5.260288213,8.21414682,5.942051413,1.871013942,NA,NA,5.339155114,4.191294243,5.689757622,2.985282174,6.808888888,3.769197529
Exoc7,9.78876552,2.501946548,9.78876552,2.501946548,7.628139847,1.20987695,7.628139847,1.20987695,8.965350085,3.984274822,8.732564969,3.20928387,6.99941928,0.935904044,7.381312228,1.884189639,8.891575248,3.021476001,8.105842033,2.551186576,7.510405798,1.367816922,7.347688471,2.137432499,8.912761398,2.124194997,9.211280563,3.346400493,7.547999421,1.321250301,7.820575426,2.0573057,9.787359482,2.727699784,9.256339178,2.565826498,7.845580055,2.813683423,7.502542771,2.352976254,8.58695579,4.571725637,9.598957059,2.710811942,6.808490675,2.998804101,6.844271306,2.521897556,10.09686636,2.729416346,9.121911623,1.495650859,7.067006303,1.17103348,5.449036886,2.676065902,9.225495567,2.757400431,8.880707419,2.476794366,7.648210077,0.946495244,6.762993543,1.414074497,8.650586311,1.838781732,9.603210341,3.051820317,6.337820586,1.36981596,7.241130056,0.306881244,8.229627321,1.814160121,9.063081535,2.957831188,3.920240448,2.399201646,5.43702496,1.394465524,7.691097153,3.040448386,8.540789806,3.455606731,6.188224953,1.998461438,6.157334175,1.959164383
Sh3pxd2b,93.97248253,12.49024651,93.97248253,12.49024651,83.76110936,20.96900609,83.76110936,20.96900609,86.43071899,15.54560858,83.22391808,16.44750949,85.8371746,7.56383055,74.0566337,16.08864623,82.96141882,13.54246561,83.75633785,16.51239254,86.77008504,11.4747394,79.25614055,20.49211516,76.21557499,13.94187347,82.15767766,14.00630731,80.06686466,4.842161794,85.48963952,15.39136266,80.05065858,23.37715987,79.90700433,20.19704887,85.42983095,12.85068086,86.9479924,18.08435,75.29195307,24.61233536,87.1614054,19.11721311,79.31158333,11.23502606,87.54468002,20.0777176,76.04711058,21.32627692,75.31403682,23.62882563,67.13559108,20.54847468,79.94672576,17.27188315,80.52117993,19.72706676,84.73251183,18.07547746,76.00266708,18.92905622,76.90438613,21.64791994,73.446191,23.43733257,77.22741105,20.35000708,72.310386,13.6755527,82.34851904,14.65948456,66.62730986,19.30752758,77.02602989,20.17868245,70.24477429,17.92629654,77.98653997,16.25333039,48.23493977,24.23809696,69.48132351,26.20510834,57.13786841,23.74467405,66.29021783,26.48981624
Arhgap27,3.676638359,0.498841379,3.676638359,0.498841379,3.556523658,0.933333055,3.556523658,0.933333055,2.906551698,NA,2.809153367,NA,3.666078006,NA,3.003028189,0.756373068,2.743157944,0.807170789,3.173844259,NA,3.165382817,0.758976797,3.171722083,0.924560888,2.562197916,1.570262315,4.497644557,1.127548131,2.889293888,1.526353811,2.88228168,0.787229251,2.80588293,1.524175045,2.54192669,2.125354374,3.015891471,1.121566606,2.846600362,0.34992326,2.607102191,2.82459591,2.834362459,1.798641194,3.836883318,1.149642717,2.981602951,0.534489505,3.077408557,1.999909958,2.611782358,1.535375581,3.652051976,0.866436638,3.608687325,1.349794018,3.008537404,1.573138147,2.723194551,4.264754964,3.661090233,0.690982174,3.38082887,0.941471384,2.23196419,1.22947481,2.581219868,1.082445198,NA,NA,3.972337276,NA,2.27309169,1.181579915,2.42184494,1.868377875,NA,NA,3.458231068,0.902374857,1.507757801,1.307062317,2.10408665,1.454291765,2.795105627,1.554844437,2.618128121,1.89834972
