Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Plekhf2,44.46890688,35.78298386,44.46890688,35.78298386,28.11915825,43.60896341,19.4805999,35.25626399,30.90448196,29.32033351,42.1216394,34.64200533,35.28913936,37.8389584,71.42830056,67.47335432,34.32886992,27.88472322,91.05409079,85.10800681,37.75874854,37.22923163,59.879479,62.57450406,32.34416404,39.08909561,61.37216551,49.09493378
Mgl2,2350.885586,1100.020733,2350.885586,1100.020733,2069.933949,1355.562364,1529.964365,1186.839793,1559.757602,1279.404495,1395.406664,1040.836675,1439.548239,1367.51646,844.2490949,728.4038372,1439.773468,989.8621581,786.2671701,688.7379171,1245.782632,1046.11785,669.974825,403.6958495,1003.469555,1169.741084,531.3278923,331.8545169
Dmxl2,21.10941479,30.05217795,21.10941479,30.05217795,17.14662763,24.60940437,30.49806533,29.41318293,26.5123722,31.32834161,16.87387268,18.596608,35.18565773,28.90159762,9.572450168,17.29841891,26.7861812,34.80203744,8.017519573,13.66478302,25.74258999,30.05791517,8.779452521,13.35011743,27.11820405,28.465356,10.94429849,13.74346139
Brd4,74.02298204,108.8653523,74.02298204,108.8653523,85.89154442,90.86515393,74.31586725,126.3476045,86.6406038,122.2553375,61.09989801,77.49231667,98.08530631,94.28579055,64.84416794,121.7104957,81.59718978,123.3288002,76.91556946,88.74463876,97.67682798,104.5073081,52.77009425,87.57406542,108.9648945,115.9827682,58.06202014,103.5587454
5031439G07Rik,95.37884316,59.09354082,95.37884316,59.09354082,69.32174705,70.80526576,60.70747079,77.67623799,82.56070365,60.61802294,46.77119595,39.24612319,86.9082228,74.41902111,20.71042152,22.53127512,74.82445202,67.82410429,20.55162348,15.33667445,82.18228541,57.2443257,30.88469003,22.37443037,57.02454437,61.69431687,25.89416559,17.68760456
Unc119,188.2790592,134.1535642,188.2790592,134.1535642,143.433587,162.6659093,89.13273972,77.3305923,128.6907448,134.3818503,66.42311896,61.89936748,152.7544994,152.9215003,22.61392803,12.06881676,147.8269803,116.6247193,21.23705855,15.0151146,138.9659014,113.5668766,23.58512578,25.2611541,121.7954339,131.9690372,21.48374448,12.20053999
Dusp3,95.48796559,157.481582,95.48796559,157.481582,97.85748993,132.7935327,95.44323835,161.9579842,98.59007255,167.9406913,72.30433,112.5300434,112.4907609,119.767698,36.22435335,54.99659013,101.6496784,170.3492668,23.91781081,31.36206363,90.27400707,140.0623477,31.41364466,61.69018581,89.09231205,135.8104322,44.61022772,65.45942133
Lgals9,201.0604613,118.5357603,201.0604613,118.5357603,128.5387955,132.0591585,104.1390288,115.8098081,156.4384701,90.33936937,257.2347297,193.7425041,128.5677499,119.2801616,476.7165339,383.8689926,130.4035822,89.4350613,580.426524,630.7364401,151.2690974,131.2551978,786.8950738,523.9109041,112.994325,107.8856091,620.9358961,564.3458057
Sept8,37.03317632,19.12048768,37.03317632,19.12048768,24.13824434,22.91746944,19.80510546,23.69582591,27.65070317,20.67871768,22.48725413,21.42626722,33.59003083,31.17185305,12.16211299,10.06189905,29.17593525,21.64247851,14.09660051,13.6194568,28.67080861,15.91779404,25.1619808,18.71406477,24.91695338,28.56164858,32.54704509,25.25808911
Kif3a,6.460119173,31.38526419,6.460119173,31.38526419,14.05891633,17.00144614,19.22851604,31.65976026,13.98003929,27.54056427,19.95664605,18.36567713,14.72378707,19.25454822,7.577249269,34.01188938,11.85084842,47.76486558,9.403734829,16.78905613,16.09929903,22.56957165,14.93024905,47.99183737,19.31923595,21.51788154,13.5042756,50.87572232
Bcas3,26.31037244,58.50450575,26.31037244,58.50450575,32.94439916,33.39297942,39.69253553,37.06811757,41.46869729,38.23030458,38.46490714,37.75721119,36.24827023,32.95919229,20.41399225,25.1123355,31.1956385,37.95954425,13.90198689,17.39562808,34.85913354,32.67427025,16.61326083,42.23066149,35.78440012,30.3689751,11.88937926,18.97960092
Jak1,105.1583869,123.0707442,105.1583869,123.0707442,95.47056029,92.19304435,114.2296845,151.177472,97.81782635,112.8313025,118.4516916,112.1667269,105.7221909,89.70499826,104.9712007,114.9339812,90.10846691,117.6210588,100.9908274,110.7103458,98.92203881,99.57053823,100.7168521,141.0567711,85.68874626,116.9070373,96.01071928,116.9588556
Trappc1,163.1898101,147.8498039,163.1898101,147.8498039,167.3606574,138.9191765,74.96837113,74.1091984,145.6714113,129.5432592,101.8819432,53.95856057,133.7349635,133.4464109,74.17253111,44.00933182,141.7472139,88.98354816,59.24733912,50.42772982,154.9412965,106.4062282,67.44081081,66.36314804,114.273347,111.9481912,65.60676129,55.52579876
Gyk,20.01679408,12.55226828,20.01679408,12.55226828,15.96814572,19.21529541,29.35703206,25.91187144,14.01920367,18.42911874,53.68270028,55.50063617,19.69941082,19.25385878,46.58026484,37.46163893,20.24426645,14.41632631,42.07028293,38.07110279,15.82159401,16.49647745,24.34857201,22.63915225,15.77441188,15.05526015,13.29277168,12.62380683
Prpsap1,50.35685664,38.969231,50.35685664,38.969231,38.51782042,29.56289204,33.0351678,26.31907122,48.75717825,35.40098966,34.27280809,22.20709265,52.15367969,48.97481661,40.1312032,33.65304665,44.56759156,57.20928064,50.97951314,42.4833908,48.68608886,38.82818775,40.76273108,28.35060329,43.76687545,38.13177798,36.34447291,20.75539384
Grb2,227.7843623,272.5678524,227.7843623,272.5678524,224.672952,258.1469016,214.5532102,197.3949708,205.0169407,264.199439,194.0427821,213.805194,231.2014766,256.5258564,163.2717809,152.4359658,227.511073,248.290772,196.2840622,236.4373866,241.8171035,260.3747421,234.3404155,239.4910183,249.8674007,248.0097325,269.6423512,252.4544683
Lcp2,112.1768493,101.0406868,112.1768493,101.0406868,106.7893641,124.0224348,256.7429426,261.403691,102.9362335,110.3341631,327.5698102,305.1905043,137.3912568,97.2770429,221.8380126,187.3879384,107.1268771,112.3740077,151.5890809,150.6831444,95.87098985,86.26423388,105.6095037,113.7907202,73.96244354,79.61868396,91.56149848,79.53770203
Aldh3a2,58.21570832,27.39499384,58.21570832,27.39499384,29.80587423,44.17956424,36.56758598,31.2976699,34.2152856,23.48289618,33.65554755,24.38167988,41.17737075,37.81264666,19.9197618,9.21647839,30.26226267,18.95021513,22.67533636,21.93030111,36.11044905,20.44662969,27.86395774,8.330589777,33.56940892,30.16291428,37.76844377,17.218976
Elac2,13.5222193,2.684938577,13.5222193,2.684938577,7.606674027,8.763549094,10.79976557,10.58094057,11.73529453,3.85019899,6.320313814,3.713132442,10.75286673,5.736840984,4.044665657,1.833026915,10.3676756,3.661550664,4.590080869,1.577714072,7.243028999,5.587037671,3.752055354,2.608667363,5.791693466,7.064632852,5.248230913,2.218343181
Atp2a3,42.90867613,44.53308181,42.90867613,44.53308181,43.45074241,36.8724065,52.99211251,55.90803113,51.07808021,54.55467302,43.12935704,39.99244783,50.36997905,44.92501243,19.96792563,20.97743725,42.84399873,51.99015271,13.27928524,15.47269909,44.0658021,41.62789483,9.524477991,14.70049882,30.32158249,36.79888666,9.286342584,8.493546181
Hgs,52.69880196,38.06935796,52.69880196,38.06935796,45.09699264,51.67139209,47.17848936,59.95939271,55.94710826,51.37522918,49.84779032,42.13852931,60.52569285,41.28342919,59.91116614,48.18165588,47.57539457,51.5204753,55.52564814,52.43552953,55.80165582,40.51109086,54.22534548,41.72367468,49.72920624,41.96021581,66.52612967,70.97531218
Aifm1,54.36951149,33.74708118,54.36951149,33.74708118,34.76477319,61.06877529,40.56741273,37.59992686,33.59830818,38.40586076,29.54095886,40.51264626,38.36542931,33.80729527,25.02746048,14.06658722,40.63524258,33.2431042,18.47537745,22.49400909,41.36275588,33.78298547,17.14593698,13.17713539,45.50466799,49.52471473,24.81125374,27.26331651
Mospd2,78.87926949,52.51766991,78.87926949,52.51766991,59.37976295,54.01209493,68.62665326,77.86422554,54.17591784,60.22362103,70.17165292,55.55236468,50.6317771,46.44651515,63.53787787,48.73733818,52.28520561,46.81956408,63.13403087,67.78630021,62.32586037,58.51806042,57.27954299,42.5225023,61.99457105,49.62069789,50.32617447,36.85699267
Nasp,75.73202911,119.2605823,75.73202911,119.2605823,78.13646345,97.17015288,70.76427607,157.4247333,77.46658692,91.5030928,64.31752475,84.07224832,93.50057318,72.07967512,35.93837363,69.41455932,65.62681152,134.391158,38.73850289,67.95118209,63.60587031,112.8223349,37.20659826,64.23379009,91.50428775,96.13961121,34.12114723,59.92813831
Arhgap4,52.67319204,30.0800623,52.67319204,30.0800623,33.47780658,40.37485285,36.51050891,25.60796852,58.71710799,45.03188165,26.85308119,22.43458492,50.58875858,42.19665635,12.24531738,5.646268575,30.60440239,28.60941412,4.734600569,5.770284211,40.05468122,35.23913254,7.727504364,3.684298889,39.47280066,45.67200864,9.695326113,13.41501903
Tbc1d2,19.98270176,10.37045538,19.98270176,10.37045538,12.56586745,15.38751077,9.151624841,14.76555929,14.72272834,13.31794462,3.936694303,0.956485722,22.41140442,17.148786,1.823529349,0.786833829,14.12247478,9.427923734,1.597541612,1.354195457,17.31977982,12.58605747,5.21554392,5.706146783,9.815463409,17.61940592,8.674577223,4.995655847
Uprt,11.30865636,1.703843589,11.30865636,1.703843589,2.576616226,4.042653658,15.12219922,22.33317874,1.930877897,6.116543992,4.793863757,3.763948942,7.175031727,4.158033801,3.585621804,3.099075947,3.813579706,3.098778719,1.25846674,1.33490859,5.25121342,1.774017606,3.498933966,6.639344669,2.452991669,3.365137093,2.884714129,1.410763117
Mtm1,41.33444228,41.45518211,41.33444228,41.45518211,40.45715054,34.78785045,98.23990832,85.13328333,41.83200708,43.90901815,52.77361765,46.54280574,90.76508713,39.63301771,49.74303648,53.01561915,50.01908738,45.67388017,51.76192428,48.67216491,45.13454974,30.43697125,39.7147636,52.98641024,57.98301213,52.21163424,40.05111224,41.38866956
Clta,1111.569185,1061.904027,1111.569185,1061.904027,1244.190925,1210.162874,1105.01518,899.0393772,1149.019489,1113.932078,929.3378687,962.8495866,1153.870805,1142.57952,947.8575935,796.6159927,1160.692766,984.2306015,962.2379695,924.773741,1243.804524,1115.271884,1011.413978,904.9470285,1353.977878,1046.990901,976.4373122,979.9998914
Usp24,13.9282515,11.36284445,13.9282515,11.36284445,10.24608441,12.24439499,12.66716737,16.55141196,10.22952392,13.65321949,13.57857063,12.19424724,15.20464289,11.74269132,10.38664796,10.9847383,11.52375416,10.64740853,11.10652488,10.957224,12.83857323,14.18194199,10.83002068,7.056627111,11.39605076,11.9545064,11.11964475,8.945608324
Baiap2,61.35102249,50.60475325,61.35102249,50.60475325,42.44078666,42.16315255,33.96499083,37.91284521,51.85373653,50.7278759,18.61322853,21.50814244,64.09198346,46.90543286,31.69949806,45.56900907,44.89929606,57.86965913,39.58313499,47.94374707,54.7973591,42.78040458,45.91907766,53.63235591,59.09028297,57.89021713,55.50472919,43.38451725
BC005561;Thoc2,89.21835812,273.5262672,89.21835812,273.5262672,105.8629951,158.6502601,160.4399031,753.2120634,115.8741889,214.4926047,175.8461862,315.3003626,186.2259853,120.2410734,120.9236429,328.4509438,94.36674227,274.2337539,78.82749788,188.5648993,109.1716144,187.297496,49.40373497,240.2165588,152.5398251,200.9884032,43.25565019,218.3181882
Mlyk;Mylk,3.055023861,8.133059354,3.055023861,8.133059354,5.339916206,5.974969947,11.31907263,12.71690887,3.043998289,2.810956731,8.61750236,3.925082683,11.18092617,3.973998042,11.76172386,18.5684191,6.404629393,11.07914253,11.32066252,25.89444236,4.542829345,11.76669072,13.92778579,19.35251651,4.224832677,2.949007455,14.28373251,23.26843134
Zbtb8os,111.582774,183.9759029,111.582774,183.9759029,171.8438685,141.9602067,130.5502113,83.99678266,161.7641656,149.0970212,92.68963909,93.36216324,171.9497035,124.6226754,82.3233173,100.8107114,146.9881731,156.7144523,96.42085096,86.93807482,149.194347,155.1969872,69.59153263,116.4306382,160.5927811,144.3300645,69.88841055,106.6553703
Chchd2;Scand3,1066.264208,3749.197313,1066.264208,3749.197313,1763.92313,1950.952559,1687.084222,3608.428687,1539.541811,3543.222189,1332.764997,2467.552251,1929.210306,2037.266524,1539.347625,2733.795395,1682.68136,4461.014039,1297.554267,2052.545226,1614.431367,2955.249719,929.8245665,3858.341822,1920.72928,2897.221727,901.1335376,2480.373624
Cad,22.1198603,10.44494618,22.1198603,10.44494618,11.99074437,10.33693734,14.5376796,4.955459445,13.23097632,6.923604474,11.4103214,6.155867643,18.94226288,10.04535454,3.683980109,2.941887539,10.34667038,6.6081873,1.045278504,0.840073689,15.49937597,11.20135856,1.500037252,0.418090553,10.73491666,9.100731951,1.289169549,1.560441583
Phf3,23.13876293,68.29645519,23.13876293,68.29645519,34.419199,49.1652522,30.7564017,99.68009865,25.48141348,61.90898259,20.65361496,52.45157615,36.25921113,49.04210192,15.66404272,48.05669235,32.24380026,77.28215187,15.55571317,36.81581315,28.28585643,71.77067378,13.89549723,53.86553679,39.45613741,78.04497345,19.4795943,66.77984746
Strn3,32.13558055,49.01285061,32.13558055,49.01285061,30.12101327,38.37742406,39.99024834,65.03113231,29.66554183,41.26967477,28.08899612,37.91425953,43.32709427,42.12388645,29.67040586,37.68835278,28.55799988,43.68999523,34.30217426,42.66459092,31.29704428,43.06416731,24.97878538,47.68529301,35.62539668,39.54730933,27.41439661,38.90372663
Myo18a,52.71865888,82.18741033,52.71865888,82.18741033,60.51687222,57.1691666,52.4441833,98.85517828,64.15920166,55.8407642,30.42085286,56.86704936,71.40996399,55.22385887,19.05953204,24.20921319,57.1269279,89.86179315,11.46725267,21.06635928,56.26325391,59.70498576,18.72033118,32.29924761,60.01835547,63.65852491,30.28017261,37.9502284
Sbno1,82.72439963,199.9977712,82.72439963,199.9977712,112.5244405,136.3373108,128.3610868,249.3074028,103.3546832,190.1218029,112.5484619,185.8871411,120.4413026,142.7116144,97.98082712,204.1171296,109.08332,248.1514046,101.0924019,140.8699462,114.9331759,196.5452004,79.96388598,210.1529701,130.1019545,172.7165402,90.92296372,182.2888929
Max,111.8049904,114.889155,111.8049904,114.889155,130.3099061,121.0079475,97.77997404,54.89076741,114.4120972,124.9639398,130.3378713,150.1467945,119.6284837,141.8858536,310.7051372,385.7257186,120.3941562,152.4830636,424.7897211,483.3453497,130.2558906,128.8589834,269.3807866,321.4572395,132.3880239,140.2956033,181.1155138,203.0518079
mFLJ00067;Unc13d,229.1336766,693.7978242,229.1336766,693.7978242,396.8436771,484.1818113,878.7146021,1144.441373,392.5050747,912.043206,355.4546371,818.6011487,756.3992912,490.0737371,440.2314438,686.2527538,537.0879813,811.1401978,420.9424469,512.689858,445.8931553,628.8737642,239.0556101,1036.460827,607.2218065,673.7405694,249.1716834,901.7926699
Gm5483,321.2989775,388.6860029,321.2989775,388.6860029,618.1506005,400.3252963,588.4223954,335.451263,709.6503504,442.1671669,559.2012849,415.1562515,1156.944633,415.6008204,324.0092279,262.534728,710.3832346,469.1035136,256.6486574,252.8351789,758.0486198,351.441106,160.4294389,168.1666498,450.7996492,280.3899484,133.8442785,161.7011376
Ep300,27.42164348,39.86983203,27.42164348,39.86983203,22.62589761,28.21229419,24.14765901,30.7195225,23.31885895,35.52910533,17.20503852,19.59528879,27.36244025,35.66165394,24.09103518,38.91699812,23.23051609,50.14453919,21.92605263,34.02344463,26.4837805,41.50189598,19.81362342,34.77941485,27.42016378,33.00091201,20.81473722,35.90349
Lrch3,15.22883604,9.664239057,15.22883604,9.664239057,8.180228638,12.34919412,14.83456148,22.02830484,10.95999136,15.43743056,21.73541667,20.02046621,14.09667128,13.88814917,31.17317065,35.49371062,11.83885948,16.96692004,35.14009219,34.47612052,13.52324733,9.986441372,30.66751676,21.60224886,11.93061708,9.881454796,23.67050265,23.84129405
Ankrd44,36.3059644,36.23205439,36.3059644,36.23205439,39.4038515,34.97809055,59.58822724,68.18102004,42.0586032,36.28128424,52.50070764,54.11515893,44.01796565,31.1417309,29.94583696,21.78538018,26.74139385,36.98713344,27.24745165,23.12721771,34.35184115,36.28142157,29.49843052,35.43068387,35.53135379,35.45788581,34.56653587,38.59552833
Plxnb2,33.25041766,11.34813836,33.25041766,11.34813836,15.74245929,19.86389382,16.55227977,4.681838584,19.67839461,11.83371047,13.85939415,6.313638688,18.16615454,23.36163403,3.805298372,3.891646414,17.43773692,11.80360853,4.851827169,4.185840908,19.09521663,14.48333117,10.49196868,5.524379773,16.86832863,18.47906718,16.67212926,7.180885161
Ppfia1,36.33682581,42.79705823,36.33682581,42.79705823,31.35264641,39.60402327,32.22289038,43.12102208,31.0844573,37.98303414,60.89057823,61.49370199,31.50579516,33.75064602,56.06614659,80.7184552,28.78693702,39.33249793,46.61220269,56.41066886,33.52842991,31.83889919,61.03499466,56.85101347,30.31118943,25.82983456,65.40070941,49.75850462
Sbf1,33.56339286,27.71105805,33.56339286,27.71105805,20.92619816,26.31388274,30.06766587,27.74186434,31.79642855,25.68921605,29.92755611,28.81473579,30.53757945,31.89724045,23.66768482,20.8133863,27.08786432,21.55598592,20.45331046,16.9756832,29.67904275,17.8430766,24.06334473,16.97064882,22.4958586,23.40812446,25.43233173,18.89143125
Rbm25,327.114328,951.5550449,327.114328,951.5550449,369.8854313,525.9278774,854.3666389,3304.41795,609.992377,821.3710025,702.8540349,890.8644907,907.9617051,400.0220685,536.581587,1077.699322,464.2392909,1082.094419,348.5911659,603.3514025,438.2115678,646.4233296,191.5200671,885.0481504,612.9867595,634.0668609,202.4451335,668.896366
Gm4902,30.3223564,19.15154002,30.3223564,19.15154002,31.55213286,33.08839839,28.28253124,17.08009158,34.15532744,27.73576902,135.8435977,108.6724603,38.77671693,24.93318816,465.891573,421.1740915,32.33704071,10.12704149,783.6482998,816.5450891,25.02842923,19.93105981,935.7959905,531.8321369,23.89809492,17.00722388,744.7051908,586.0447559
Nfatc1,33.72879328,25.42682247,33.72879328,25.42682247,22.74743687,22.74951668,19.46994786,17.22795412,20.73985387,28.30841085,17.27851994,14.60175734,26.1672167,28.13874034,9.699348015,8.49338951,18.64975727,22.31409371,8.922061255,8.61744171,26.82000699,22.40948294,8.556083694,10.7584002,23.98276725,26.09702155,7.795651688,9.077529345
Flna,401.1589367,370.0293421,401.1589367,370.0293421,334.254219,326.458716,445.2939491,365.7477589,376.2485586,403.5070052,406.6589363,290.4196401,421.4458102,342.3392931,277.1315776,223.0675943,368.0881622,382.9397693,200.2295792,174.4201808,356.5134907,312.1976164,177.9808585,213.1984384,280.5797448,296.1332214,180.5585264,167.75945
