Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Gphn,16.42077391,20.3324734,16.42077391,20.3324734,13.33305092,13.44458728,17.22102243,17.85913922,8.978325752,11.74204477,14.7193465,15.62419201,10.95370919,12.79332456,24.19383798,20.05243037,12.26375122,13.90200774,28.08179591,31.76488516,11.31864072,11.75175816,22.77076345,22.38274952,14.13079854,10.77319022,24.20167122,28.53730452
Actn1,334.0887923,397.5358799,334.0887923,397.5358799,322.7628925,374.8186527,391.960311,382.8024022,274.0275595,426.4392302,511.541297,656.206942,389.4098286,401.9020681,531.0319949,716.0862712,385.8346797,414.1198203,611.9008598,678.5928526,360.5804819,413.0029223,452.3316818,533.4763425,386.375576,419.5593716,319.2158005,474.3871541
Cul4b,23.1495691,18.49093862,23.1495691,18.49093862,24.29161994,21.83163905,27.35800209,17.52376815,20.50854305,18.98511703,16.04815417,16.22857981,18.07654092,21.51938117,13.89655408,11.47071157,27.28876968,27.61444865,16.29522143,13.3028693,24.01036109,22.23767329,13.55187363,13.37389621,26.20069545,20.25279172,16.62593448,16.12844036
Txn2,303.8660297,295.77875,303.8660297,295.77875,360.6870864,279.8361519,266.1694889,220.217116,361.210744,267.3392925,188.0886926,192.0610194,308.503881,241.8138942,143.3490169,152.3326976,295.623314,367.1367242,107.0010014,81.57458498,348.8265711,302.8637752,92.45204898,119.6736484,328.6138279,261.9451665,91.32997906,98.00942689
Rpl19,2839.648797,2547.251463,2839.648797,2547.251463,2795.011899,3275.830623,2725.651733,2555.572257,3073.746545,2699.560924,2727.693341,2570.735846,2868.690917,3014.809082,2699.824005,2446.899324,2892.613585,2316.93618,2343.131318,2578.953467,2759.071453,3033.572347,2388.922224,1933.71403,2758.984089,3043.758371,2441.861469,2140.264212
Arfgef2,18.47821065,12.04291577,18.47821065,12.04291577,11.84733484,12.54097138,14.59344531,10.55687383,12.86679826,11.65744246,11.75848919,8.187290645,15.77286517,12.38567469,9.239034477,6.541666163,12.48661513,11.1399549,8.672212228,9.43557161,16.28700838,11.64691956,11.6695433,7.87333774,12.93687216,10.28076983,14.46212823,8.719757239
Stau1;AK041781,47.91665184,38.41590669,47.91665184,38.41590669,37.32310207,39.743245,53.3807643,50.93428214,36.98261368,55.55763638,55.46222838,66.24231771,46.76909314,43.41976037,69.16796714,81.62221783,35.79923301,43.94230988,71.45582672,77.31529965,37.14666079,35.26231557,60.19557149,60.11905427,46.37464608,43.63966986,59.40830342,58.39645947
Sh3bp1,121.5209137,78.75405634,121.5209137,78.75405634,100.3647693,93.19734985,99.63503154,101.5769398,110.886927,85.05706511,69.38287837,47.96096602,129.6662539,106.9806086,27.17556219,24.42278702,103.3732983,112.4937903,35.52979098,29.69000792,115.2192053,103.1951991,43.42176538,41.54842086,105.0499245,106.1665549,50.01796069,42.26928143
Bptf,34.22754194,57.17665246,34.22754194,57.17665246,41.3439512,42.58132005,39.38919487,69.32415491,35.93818305,56.81649194,24.92419739,41.48486233,47.26678532,49.6726345,34.34541585,63.49167234,32.43043932,87.83605827,41.4325371,59.15765625,39.98624114,60.31636165,24.73885779,53.25834131,43.9566997,50.10186407,23.9821018,44.70269716
Lasp1,278.3175601,232.2907072,278.3175601,232.2907072,228.8763154,248.3424519,224.103424,221.0737915,249.7203091,235.0013859,245.4311403,239.6327131,327.2276638,302.8576463,200.689859,182.321298,297.6591758,239.8017675,215.4843112,201.1328549,317.2375742,217.9484851,242.4687109,204.1100356,253.9364272,218.8263279,213.4807253,181.5604277
Snf8,233.8042743,291.2121123,233.8042743,291.2121123,233.5224416,212.7497875,243.7937713,320.5181718,220.3152213,266.7941806,185.3644469,170.3324239,230.639682,199.05014,221.8422741,227.7638042,256.1978389,291.3419072,171.7695808,196.7625635,240.1449349,201.1862904,169.5402543,244.3949916,259.3095878,241.0556117,179.342203,202.6500322
Cd300lf,209.728134,496.4840798,209.728134,496.4840798,239.4510534,373.0065329,259.4159785,532.5006105,336.6563052,415.1951554,204.714884,289.9930432,440.8991033,285.1736024,158.5105708,161.5455301,291.4736659,418.4868271,207.3976556,256.8272769,236.9326852,293.9179663,271.8023693,497.5111826,239.7891938,303.7645813,361.8522446,525.9649798
H6pd,14.27726742,8.056340357,14.27726742,8.056340357,9.302484363,12.67126672,8.702466287,4.235599755,9.333418323,8.372809684,2.095479693,2.229256587,9.526435059,15.34830021,2.185774855,0.366763138,12.32263709,7.690290424,2.90415115,4.041949932,14.08585553,10.0566956,6.973600483,4.380367852,9.034117263,8.477361594,11.03474662,4.989424076
Lepre1,14.75986943,9.750650721,14.75986943,9.750650721,8.705067135,12.92941659,9.890257428,7.671372818,8.718620093,4.884316561,7.4256121,3.876375015,8.401608414,15.2736382,3.870836681,5.671934571,10.59281783,9.168743442,4.496069451,3.637849757,10.98816661,9.111834407,6.725312806,4.913508599,8.94553956,8.551925729,10.22556278,8.727386327
Epb4.1,36.93864825,46.33021378,36.93864825,46.33021378,29.74983284,39.62194805,43.70666913,66.15270637,31.82669632,38.69181764,16.97422883,30.38465023,34.74710853,45.83670505,6.434395096,9.648635887,32.47807329,45.20174097,8.562881439,13.32734357,33.74295379,37.00574874,15.38048186,20.07427193,36.71658811,46.16060445,26.53048257,34.94783969
0610037L13Rik,40.83216029,31.7053081,40.83216029,31.7053081,33.4637163,42.2000945,36.65179825,21.74691662,29.40334504,38.13696464,38.39918461,36.48960462,35.47276461,30.96444117,30.17730131,40.48389872,37.15172263,22.18100187,29.95922977,24.14062894,32.2996182,49.24533658,35.89940401,19.75551724,39.72126802,36.26712459,32.5126451,40.11764049
Srrm1,129.9400891,229.6867881,129.9400891,229.6867881,132.0318778,182.7967494,183.8410626,466.4992974,144.9819843,237.0766957,136.1119133,238.9826402,175.263932,164.187537,128.5478509,217.4258349,140.6036283,264.682465,107.4362665,154.2589,147.0020272,185.938936,102.6803457,228.6508812,168.5958686,206.90057,122.3211217,242.2039118
Osbpl9,84.35775088,35.3220959,84.35775088,35.3220959,68.15699096,59.70765963,68.38537892,41.9641488,54.15535674,44.44159862,66.01616608,43.79025464,69.26980571,53.41177646,42.86664048,39.12536964,58.12413463,43.85750295,52.5253741,43.57389198,69.89495408,59.56456181,67.04304304,36.07295513,57.89362271,43.31645502,72.5694949,44.60520658
Gosr2,74.48442338,39.9886984,74.48442338,39.9886984,66.82707136,53.93622829,76.9700013,36.61678711,60.67507874,40.39780656,75.13525039,73.07371457,59.00677817,69.91055857,79.96606465,54.05278675,59.67708415,45.71987845,86.90089433,60.28792315,70.05060026,40.34324655,116.5979557,60.74135254,56.45695765,49.41829727,114.547035,75.5797661
Nrd1;AK138781;Mir761,98.70751088,98.01436879,98.70751088,98.01436879,67.3589453,77.91321678,100.6611109,137.3395723,90.22129815,82.76971458,103.0251027,103.9829966,101.1176422,85.80004176,72.46489998,81.04983246,74.43042582,93.36589376,53.90163627,67.24162827,78.06820885,82.162176,63.40104089,72.83846786,69.63165884,92.57804886,84.64264998,67.32166343
Sec24a,65.79217297,106.3971217,65.79217297,106.3971217,60.25453207,85.15139029,250.4414365,190.0518258,75.09375559,123.7287513,68.60814061,95.65629304,171.4296282,79.77906457,80.3913601,111.9468712,98.37208866,133.3701732,63.9222318,88.41585294,82.03415313,82.07043639,48.10929027,133.999113,132.1126581,120.9575871,45.58871512,94.62401902
Exoc7,21.5882494,13.92952229,21.5882494,13.92952229,16.89171474,14.02967293,16.54047981,6.100530708,18.55922023,15.25031137,13.79496788,13.48662562,20.31007334,19.48866203,9.913304556,9.426133141,18.74864194,10.28094764,13.77546146,12.73258277,17.01295988,16.26289502,17.25779957,10.21194051,15.22251382,16.41562506,17.63405027,18.18830549
Sh3pxd2b,167.5721119,168.8198419,167.5721119,168.8198419,135.8384329,149.6252298,214.4208986,185.7573856,156.0379217,159.7670699,147.4834843,117.0529959,198.4292682,148.3123351,99.7831498,55.2385771,157.9370821,142.9904848,78.63137365,61.4774693,149.6685143,131.9377465,87.55412083,85.89632118,131.1728873,127.0479438,100.5065749,82.94584363
Arhgap27,27.84326736,17.55178177,27.84326736,17.55178177,20.05718724,24.08846206,16.99666253,26.29014572,24.87212379,28.71835506,6.91822096,9.686967515,23.69711643,31.80144098,3.511066284,7.969867106,22.21852342,32.97579788,6.698545955,6.649412493,28.5443673,37.66954686,14.2201365,18.4688007,30.04470125,33.55185188,19.00682155,29.44826346
Pcyt2,61.96298588,53.18154085,61.96298588,53.18154085,57.26207371,82.34054246,90.09596466,102.0023613,64.1761113,80.89884008,59.79676307,73.4164516,85.3972928,98.31668472,28.87291661,29.77407988,56.12752715,64.06421658,20.83548819,23.88814522,64.13759862,48.26215785,13.84421937,11.48023364,60.35326969,56.17377499,20.89798842,10.96640391
Ebp,119.4907687,160.7041542,119.4907687,160.7041542,134.6958456,116.4699901,125.0357348,99.09053312,152.2134189,174.0902439,109.8454414,98.97678526,135.4364974,128.3626029,70.45404386,91.2722155,121.1932904,194.169737,50.01539035,59.9967777,126.8949236,120.1059819,37.08340425,73.01107829,116.3788497,133.4241114,32.03192957,56.18799428
Rpn2,242.6729237,198.6762703,242.6729237,198.6762703,225.2799399,205.2087576,222.9509925,146.2907424,232.7246671,170.5502439,236.2533245,136.9006446,239.3795207,197.667468,187.8532949,137.6672716,241.2966314,173.1285919,161.7389493,133.5766231,222.8953502,182.3939713,158.2538451,128.2483661,197.7269005,152.3978686,154.3493081,124.3945413
Chm,16.17605915,10.95885951,16.17605915,10.95885951,12.47351655,13.60101031,16.06221277,17.49097266,10.84697435,12.06197404,19.08132853,16.50925537,14.04997355,11.70974879,12.55018921,16.39258671,12.27779627,7.985847931,21.97295053,23.61202148,12.92075347,11.12416429,24.40167534,19.1518113,13.65665915,11.84033939,23.15835725,20.36052006
Ddi2,31.54200538,22.95852135,31.54200538,22.95852135,13.07801496,15.94688296,18.08372557,14.30285609,22.31996653,25.28065376,5.894887895,3.635028117,24.32280722,27.17145007,3.013649917,6.708650411,22.03774078,15.93415407,3.008748306,6.582572956,21.00352502,11.47223509,8.993711797,7.332994008,14.36952266,15.87030745,13.19590905,7.239647263
Ampd2,76.02754805,46.21510127,76.02754805,46.21510127,56.21423121,56.503837,115.7351373,68.96430465,63.64849242,53.27590022,66.24634737,53.25932498,73.92068649,52.63768817,27.9777307,23.89574702,55.73094785,55.39736032,24.32706054,28.0127233,64.84255729,37.48937357,36.72815328,28.97992868,51.11681364,43.81564358,41.8329285,23.43082122
Tcfe3;Tfe3,113.6586379,137.8647854,113.6586379,137.8647854,111.4588056,130.3567118,109.7757078,108.296283,119.8721276,151.5092109,69.87995069,82.51019336,106.8799727,126.8064448,50.40664439,71.17691345,104.4704198,143.0589938,59.36722356,71.88976533,114.0593127,116.1216522,62.01238247,110.250402,104.7786014,127.8243767,70.29859037,89.8442173
Huwe1;mKIAA0312;KIAA312,70.00536527,92.4775434,70.00536527,92.4775434,47.16525331,79.73683363,66.91313321,147.1750485,56.57730871,92.30432163,74.66762534,101.6948391,64.88786048,76.57481528,51.76109824,116.6519274,43.92817123,85.61793783,36.61169441,50.63049,48.95580499,63.79267517,36.80239091,94.82683701,48.0906406,72.65152648,47.27273657,68.74547905
Mtch2,132.7341532,90.37842288,132.7341532,90.37842288,122.7766278,121.6935085,102.9491591,90.27249541,106.6808374,95.32284469,108.1240977,91.17266738,119.2700712,100.2031282,93.95303204,57.83676358,109.8950091,76.17065383,85.06948727,66.75080497,124.5416045,100.0704097,69.94260519,49.23129545,117.1767922,89.10511094,69.94841281,52.58163807
mKIAA0031;Eftud2,63.46815534,54.36834858,63.46815534,54.36834858,55.96454797,44.88793099,79.25115771,93.56931873,61.28083001,59.80755422,50.72046011,49.86928667,70.61646926,46.34850768,35.88509183,49.3482366,61.09633027,61.55443226,32.61211721,33.70107556,55.52088037,62.29169264,30.17718553,53.3998052,47.54625341,58.57908215,34.75871372,31.78137273
Dgkz,132.3951942,126.1357893,132.3951942,126.1357893,93.37206091,138.7100015,69.21617073,97.38118973,103.0840009,140.6637022,43.24456936,53.32607259,143.2539223,153.6652364,39.89298095,43.99309007,114.8572301,140.1378448,51.64494854,58.8359924,107.6898285,100.1364358,73.43442182,86.559469,94.32748261,101.7029089,80.48757937,79.11244568
Bcl2l1,89.53155015,150.838158,89.53155015,150.838158,112.1278025,112.4597741,186.5205088,144.3272458,150.2169438,140.8523924,321.4559935,290.6215329,150.3321278,121.7692565,195.3225743,165.3949194,136.9844853,161.3219824,141.1931675,131.4252959,111.3525613,103.357739,119.6707052,183.2700619,93.42402244,93.22147617,111.6117241,132.0041071
mUBPY;Usp8,76.65823452,65.0494522,76.65823452,65.0494522,47.92867724,61.28091843,53.63152573,84.66400436,51.40251458,64.95126219,49.71452006,66.66902793,62.6834292,47.61527764,40.70387439,54.1533171,45.42972942,63.95485946,42.59541284,55.29568723,51.62972143,51.94309264,53.95067807,53.86849029,54.52815348,65.59836263,61.83537154,59.51017738
Card9,92.16298217,64.1890869,92.16298217,64.1890869,67.03705832,92.094628,72.57561992,76.57384955,103.2567409,96.29368789,40.21616325,28.38406075,93.92256552,78.34854473,16.50900654,16.99021723,80.98250177,56.24160844,21.99146406,18.28758379,65.65500946,106.8926535,27.7735002,20.89073476,75.90154367,80.64064334,47.12302477,41.50580823
Sec16a,35.22138052,22.664934,35.22138052,22.664934,25.70830913,25.81193322,23.73686419,15.17374115,24.79850403,21.87876825,18.90876324,14.19438232,27.98764575,29.43880285,14.04063254,9.059235848,24.6282602,26.19227492,18.51443232,13.61985576,27.51449488,25.88423432,20.48476385,15.22000257,24.96051788,27.96350328,27.83732999,20.87790287
Mtap7d1,165.5468628,173.6357921,165.5468628,173.6357921,153.9015362,164.5837106,140.7716056,198.7526378,175.0212726,168.8305989,115.2656803,116.6711072,180.7771794,184.1794729,77.63803929,86.93648964,163.1637873,191.504915,87.94682562,98.61273027,160.7566298,179.2603023,97.26360059,101.006823,169.5499574,163.5974058,114.9952271,110.4186323
Ttc1,61.73868556,47.36773132,61.73868556,47.36773132,68.37661068,54.64275347,69.55867554,110.4677815,55.80404551,68.92693869,65.08752309,62.53157828,67.07112965,53.79667479,85.51118458,65.83631765,58.90242949,62.21282801,75.3426321,53.60553853,71.31263944,42.45738428,62.59861377,40.97634277,59.83438935,83.13212116,69.82909253,68.57982991
Agps,53.46431069,25.76904111,53.46431069,25.76904111,35.9656827,35.92869894,36.78890246,34.47350841,32.57862955,27.52158921,32.23630225,22.32914573,38.51531054,34.87229626,16.69625401,12.1676787,36.09590476,24.75896079,20.29758823,15.20565425,37.46767798,32.79823054,20.74566621,12.04993963,34.69127142,25.78979231,22.08603983,13.43936704
Asph,29.79614122,30.84498404,29.79614122,30.84498404,31.18120172,31.59999664,41.02747069,27.68681181,27.05488906,33.60949212,28.64764353,28.26494974,33.75747065,30.92377213,25.46550369,25.13757002,35.3079498,37.00983892,21.9219307,16.21525722,26.08234691,23.48376352,17.10138592,22.37625343,26.10875293,26.70202258,26.20817165,23.46684251
Dnajc8,166.4631221,326.3933969,166.4631221,326.3933969,223.1768047,233.0070523,176.4033432,252.2626268,165.8567944,255.6159997,145.8406645,217.0284256,188.8447492,197.5207012,131.2001073,261.6373702,183.7037634,318.9510337,165.3522713,256.7825465,194.8098054,274.9045929,167.6276091,252.0335258,216.346141,268.3006266,154.5210771,273.4164271
Ubap2,33.52838188,28.09837208,33.52838188,28.09837208,20.50030536,31.07950798,26.68981132,29.09621114,25.43362563,29.59971153,22.73756927,25.91589702,28.90303461,29.3731677,14.63005899,18.60575889,23.1587559,25.54458362,11.41151381,10.673873,27.67514161,28.34394971,12.40821366,11.90529184,24.97247097,31.07928357,15.35548206,12.65644812
Ubr4,22.38844039,35.32253312,22.38844039,35.32253312,18.89637483,25.62194092,28.94508807,102.7635191,24.16592609,34.35267091,37.41757176,46.21423872,23.19436965,31.01690661,59.36376963,94.33879105,19.53476719,41.78338485,45.78259092,75.40643109,20.08486927,29.96842557,41.79363761,89.91280689,18.67757752,31.9602685,40.97725768,67.68058931
Hmgb3,31.42702622,43.4684197,31.42702622,43.4684197,37.46867347,44.91192174,42.35954769,26.70292018,33.68601342,52.30861247,20.80435138,21.65276594,43.30301232,41.62003436,16.14031839,21.21110287,31.93760674,37.32166553,7.293415485,16.82660513,27.29278185,34.32628837,4.304239195,16.03852688,28.9769129,34.63398214,2.286256511,14.14304509
Cd44,367.056474,569.5369058,367.056474,569.5369058,396.0856645,567.0613819,646.3598437,680.0286958,366.055563,632.224718,672.2054532,1086.244136,512.8484894,553.8536058,513.4629291,750.6096222,445.1317659,625.2616019,395.633963,513.8586414,350.8452439,537.068441,242.5437463,463.9573091,335.8869776,486.956319,186.8143339,318.3346738
Fmnl2;mKIAA1902,11.88534042,14.79247209,11.88534042,14.79247209,10.30228593,12.99877251,18.01920023,19.75165453,13.179945,15.76511971,24.65769489,22.52367702,14.1311372,12.66484878,58.73082458,75.31476768,10.40124026,15.00414791,96.03807489,114.224172,13.42208786,11.99390952,96.37650892,87.99287495,11.10431454,11.27112482,84.51714684,79.72633748
cbp82;Rtf1,78.36222921,251.5571071,78.36222921,251.5571071,120.5579436,96.1794177,101.8400048,241.225771,121.951144,161.8763032,106.0987974,142.4010011,156.6315225,127.3360589,103.5923932,152.6401583,121.5448254,223.4379136,87.65853447,137.3149891,129.799737,161.4000183,49.54176222,120.0977284,138.0770999,168.2332025,51.95560306,148.8256677
Acss2,26.20415389,26.47431056,26.20415389,26.47431056,18.32918043,24.67603928,27.25618419,19.67777708,25.08957092,22.0327767,17.10649171,20.5361255,30.57118288,31.96257195,16.75392551,7.117974615,25.33955471,29.14035374,10.59023538,10.4255918,29.2475052,27.43026657,16.45666751,20.74128416,29.78981716,19.73310075,31.4551219,22.13778903
Srxn1,147.3516434,107.7620368,147.3516434,107.7620368,114.3384883,164.3807381,159.8329658,155.7915898,161.0790841,164.3945054,187.0097477,185.6211953,189.6353225,187.6398861,146.8476311,101.3829568,180.351661,122.9673634,99.31847094,70.83073359,140.286389,117.3916086,175.9396877,107.3861502,137.2960994,117.0382405,327.9136568,219.9220856
Ppig,76.73709142,211.3112048,76.73709142,211.3112048,100.4252461,140.5804281,146.0256917,386.5545924,109.0876147,197.4244858,110.0164658,185.556474,149.2089793,125.3688224,101.6518298,239.5701982,105.2050737,246.3278237,92.55941018,177.1090316,99.44173348,177.9926621,72.03483471,243.1068696,128.5893251,190.657628,92.51444569,213.6057617
Ssb,237.013507,535.1199186,237.013507,535.1199186,303.8937218,399.2065954,271.3784196,495.996643,256.5891005,487.6839808,211.776583,370.5130626,316.2395581,318.5774485,153.1187834,336.6952824,247.2844497,576.3229569,161.8295542,291.5461815,251.5515745,459.9018265,128.0055553,331.0034272,325.3685715,416.2902794,138.2322403,270.0231156
Slc2a6,209.2274014,105.570267,209.2274014,105.570267,158.1476734,122.507486,652.8691365,429.1939906,165.0290386,120.9351374,812.4954654,504.1669099,175.0321936,155.1602137,754.4041675,490.5431178,182.2598185,91.01587433,714.3679285,572.2955016,161.5925969,110.917636,562.1363102,282.460636,139.7160565,104.4328949,405.7838387,216.7913467
Kynu,16.40869721,16.65552749,16.40869721,16.65552749,19.24679949,28.23032667,27.09382573,70.86307098,17.4046142,21.01828356,26.69416807,27.00581905,16.61032384,18.60244875,120.950823,153.6793039,15.52941815,7.635103229,201.2805314,205.9162897,19.25574815,15.86090142,177.479973,112.9389762,18.5077922,21.82132373,107.1546269,87.32944101
BC006779,7.765712453,4.583601425,7.765712453,4.583601425,5.070009774,6.529771948,37.83824833,21.84351495,8.582905419,4.860806339,156.7492224,123.1706626,7.965218306,8.397057103,208.3026528,160.6245113,7.582597327,7.016772398,173.3612583,157.2790606,7.430256202,6.004612155,170.6589027,110.308474,6.74615795,5.304531669,171.7669964,99.73173709
Ttn;AK086312,0.368999325,0.061245304,0.368999325,0.061245304,0.173743195,0.506491507,7.387560153,0.324723911,1.508708917,0.797579792,1.120412604,0.040279882,2.34969798,0.212672636,2.271677511,0.794859836,1.938156512,1.72822613,0.154052245,0.017682192,1.311754206,1.219136505,0.325376977,1.316019061,0.917313913,0.078790562,0.532367749,0.050430907
Gorasp2,116.7184204,141.9349301,116.7184204,141.9349301,139.2052568,124.5473459,138.2857788,88.38899343,129.5026972,149.2921145,119.3133649,118.439893,134.6124317,128.7235577,112.7043042,109.5001849,142.6638209,169.537916,110.730749,115.714834,156.5558181,143.4083479,108.4044045,108.6640186,160.2972104,110.348383,85.5347002,105.4870998
Raly,191.1796432,112.0987241,191.1796432,112.0987241,142.6883166,141.5254268,137.9601945,111.4893891,137.0271671,79.71985409,142.520983,78.27042563,128.4388549,134.8050689,85.66364099,66.56172885,121.4422829,67.57123753,89.52489636,64.11238103,133.3150964,111.6370202,115.005929,65.97151682,109.4421487,106.4666106,104.7573673,60.85287495
Rrbp1,216.8027231,660.736884,216.8027231,660.736884,230.5301398,448.1925901,407.0328855,1882.513487,319.4110869,519.278205,444.4631856,599.9929799,453.3919194,361.5145602,352.8398516,1091.062267,299.5905799,850.743577,286.3053064,756.8114094,250.5147942,508.8723141,210.8644123,1011.075757,342.924832,552.4031643,248.0744497,831.7150048
Rabgap1,17.71698735,19.06404114,17.71698735,19.06404114,11.84321938,17.3436665,18.82751329,23.93395177,13.61539265,23.07366835,15.37219003,15.86505788,16.7438263,14.98418305,11.90946831,20.87203196,16.15212203,26.42187376,10.61271419,15.87048316,17.31549819,11.49390746,14.16947849,20.92310754,16.77131068,20.69171555,16.47309566,18.99649559
Adnp,47.59534808,37.34939265,47.59534808,37.34939265,31.57475392,40.19685836,33.19770785,30.83392499,31.78908666,38.04880836,38.33984787,30.28436361,48.60458002,33.29803476,27.97208529,24.32789486,32.68800984,29.62881832,40.74650639,32.1805347,38.74705578,35.44931164,36.91881599,27.28169024,39.17661197,32.41246029,38.29209808,29.79762951
Set,373.7415255,645.739419,373.7415255,645.739419,408.8183205,516.9043242,385.5479514,837.5287634,399.1562392,685.9041338,330.7084445,523.5214188,455.3144624,459.4685296,232.1741826,353.3865878,393.2201508,705.761502,176.0511834,265.1792653,381.1217595,558.2150439,172.7120166,330.9306605,354.1247585,477.4377014,181.675937,256.9184815
Arid1a,50.90089501,57.80025712,50.90089501,57.80025712,43.32266268,45.78508061,37.40298121,45.45114477,42.97332103,55.93683676,35.52866529,34.05250263,47.4537438,54.18412574,51.14175319,78.16181017,40.76175994,65.41058806,61.1263338,65.31439809,51.42808895,56.54258039,39.07793989,50.9572245,55.54428629,54.68425811,32.6452727,44.96246181
Clec10a,236.6027329,279.2254529,236.6027329,279.2254529,322.4914025,245.8193242,221.0561686,137.5747997,278.9974346,220.1659907,158.9526341,130.4327019,196.8230919,156.1453082,50.58318586,50.23569872,147.6659988,171.4550895,20.45603059,22.09656396,140.9991921,174.8450305,6.064869721,18.00009798,166.8578416,201.985858,4.756469674,8.276848016
Lcmt1,54.54662585,42.70379417,54.54662585,42.70379417,47.90037792,48.21685591,43.1072734,7.254378441,47.79627537,37.56726007,38.77340971,38.20064723,50.48542913,52.11715957,23.64613679,23.89881474,55.50053489,33.81975956,14.75734885,16.18905827,58.73649229,58.79205963,23.05555672,21.53394696,59.87210037,56.2128172,26.17376846,14.81765411
Pabpc4;Gm12612,74.17283659,95.86606875,74.17283659,95.86606875,56.42959417,101.1100185,82.34195541,97.85511162,70.83207906,69.06743652,59.84137794,77.27488324,65.97472686,76.61969681,50.09875522,42.02793968,68.15490847,91.75708868,24.11837368,29.58495698,70.65406749,75.40420253,20.40956456,24.10587021,65.18857364,68.18244143,19.92476383,16.79121059
Kdm1a;mKIAA0601,43.5552959,167.1012758,43.5552959,167.1012758,41.98165827,68.92882585,66.17764112,127.359959,55.88634341,107.0223915,58.52071215,109.202171,69.625717,80.75361289,80.84964046,195.6084062,50.38820814,194.0908618,69.66084078,127.6444479,48.20009542,117.9278226,53.13639547,245.2253916,53.04421924,113.3654421,54.42771048,123.0533282
Plcb2,108.4428014,160.4762299,108.4428014,160.4762299,59.69074728,115.6284802,86.89583692,221.8483317,97.9017942,146.901747,64.2892777,69.17651277,113.8946537,110.1056087,17.88654776,20.04697096,81.10042156,163.7585525,11.48685115,26.40016651,73.65233963,118.6101141,18.69895864,34.77688315,76.5372642,153.874545,24.8346832,34.9862723
Hmgn2,824.0689921,1142.045172,824.0689921,1142.045172,882.7502478,1011.217713,833.417288,845.5877922,781.4609156,1119.015393,688.2083545,828.2894834,929.7605251,969.3800472,603.2606409,688.3885315,848.2343817,1113.16803,484.6917188,467.0238147,849.2342313,960.193667,419.919176,565.4375611,888.9767999,1030.305232,408.5083198,446.4208586
Arpc5l,65.98505553,72.81723202,65.98505553,72.81723202,52.24024691,86.3941964,39.58311871,66.25775057,62.33425138,75.73196702,30.68726623,36.12388136,58.83810002,77.07485115,28.60568168,47.31108434,51.55657272,62.15949846,29.64123472,45.40744175,58.01781205,66.52260471,32.71644586,34.724998,56.46845202,52.82119975,41.80010367,22.13805535
Spna2,75.03755368,36.95482873,75.03755368,36.95482873,52.50951229,43.99610769,72.1436037,58.06256056,59.40286971,41.81628886,97.85835677,74.91902773,61.55868044,52.14039699,57.25509057,40.81348157,54.11193358,40.57779295,38.85505221,29.20670358,59.18432262,43.66590655,39.10830499,24.58851904,45.64817935,41.64454281,44.62455756,23.08770732
Ttc38,14.74015425,21.5602943,14.74015425,21.5602943,17.63330137,15.90263149,21.83727195,27.48540985,19.39583756,23.96787396,7.75244714,9.80171978,25.25035034,14.44525757,7.769091155,15.48265702,15.43429055,23.60536802,6.486634043,9.173248549,17.43172468,17.58689251,6.412101075,16.46432922,27.31465613,26.33725621,6.362077083,14.70007004
Rel,15.22589901,46.79369059,15.22589901,46.79369059,19.39033527,32.6058789,182.1138658,377.9319425,21.00919258,46.65524713,153.8137417,212.7411601,37.18020942,25.59731481,132.1992931,240.8484207,20.2290145,47.32451231,79.49706929,164.8294574,19.5023989,36.85857667,49.12479344,179.2802136,20.1704556,38.52190086,50.74044971,123.0603075
Ppp1r11,51.22907362,58.18967361,51.22907362,58.18967361,47.78339546,47.14055204,59.65197648,85.17784766,53.56934847,67.43665049,64.8640801,68.04429945,51.86750127,53.95380398,56.58746811,71.27540725,41.32949227,53.92591818,48.99645304,85.92053622,46.56822903,53.57382169,66.58434061,60.95571464,49.91088896,58.17270697,64.55928111,94.39334533
Dennd4c,32.03869069,11.34357238,32.03869069,11.34357238,24.0748477,35.65819668,23.39185595,9.28296103,18.03378993,17.65534604,12.3386677,7.31473417,28.19188367,25.2424446,10.27719754,6.380143644,20.0512463,12.85791942,10.53671038,12.92137806,22.28122162,16.66847214,15.18731665,5.169028245,27.75050904,29.9131847,14.32270483,14.17108087
Arhgap31;Cdgap,61.36098669,69.73325694,61.36098669,69.73325694,49.59585813,66.82245051,124.1192048,105.5837927,56.04937276,70.5711785,122.4958574,114.54362,65.09112561,56.22806661,62.30098421,59.3648294,49.60691406,74.05184179,45.47063575,48.14984294,56.5684332,53.41170631,44.93307823,47.63220029,48.92180363,52.80538917,47.91357411,49.58892551
